TIME;REPLICATE_1;REPLICATE_2
0;978703.7037;857407.4074
1.006944444;2524075.501;2102080.123
2.010416667;7241718.028;8035053.929
3.009027778;40904145.56;42967548.3
4.016666667;17555682.47;18636969.35
5.014583333;7599466.971;11684751.57
6.009722222;4208071.578;2864077.67
7.024305556;2866171.711;3196268.799
8.01875;7298394.371;7775572.795
9.022222222;11775211.98;13122857.66
10.01388889;15195742.38;16913223.89
11.01041667;17192855.85;18275302.18
12.01875;18758747.7;18963167.59
13.01111111;20128913.44;19836095.76
