TIME;REPLICATE_1;REPLICATE_2
0;2454203.262;8828105.395
0.222916667;4752823.087;4421580.928
0.477083333;8944017.563;9655323.82
0.711805556;11521405.05;11705817.78
0.998611111;30032930.85;27086717.89
1.225694444;129844127.3;124575192.1
1.472916667;320526893.5;346169045
1.727777778;490603732.2;493940724.5
2.000694444;429636363.6;549500000
3.000694444;303011363.6;169261363.6
4.008333333;465454545.5;255909090.9
5.00625;453636363.6;440909090.9
6;450727272.7;556000000
7.014583333;557454545.5;511545454.5
8.009027778;611272727.3;606363636.4
9.013888889;791022727.3;751477272.7
10.00486111;630678148.5;653606028
11.00069444;689451022.6;698493003.2
12.00833333;747793326.2;764262648
13.00208333;848654467.2;734660925.7
