TIME;REPLICATE_1;REPLICATE_2
0;5716436.637;4612296.11
0.236111111;8050188.206;6529485.571
0.484027778;14920953.58;15553324.97
0.727083333;25601003.76;23442910.92
1.006944444;186138017.6;167126725.2
1.236805556;441204516.9;364579673.8
1.482638889;327252195.7;305771643.7
1.7375;243111668.8;194328732.7
2.010416667;422000000;400545454.5
3.009027778;346454545.5;348590909.1
4.016666667;396477272.7;330397727.3
5.014583333;325397727.3;345625000
6.009722222;264681818.2;311250000
7.024305556;352613636.4;301250000
8.01875;346022727.3;365454545.5
9.022222222;382500000;374318181.8
10.01388889;309472551.1;358449946.2
11.01041667;430139935.4;411948331.5
12.01875;83423035.52;320236813.8
13.01111111;286759956.9;244133476.9
