TIME;REPLICATE_1;REPLICATE_2
0;1626966.292;7824719.101
0.247222222;7833707.865;8903370.787
0.495833333;7712359.551;7044943.82
0.746527778;7901123.596;7692134.831
1.014583333;9471910.112;9701123.596
1.249305556;41271910.11;48215730.34
1.494444444;349101123.6;312078651.7
1.746527778;793752809;571179775.3
2.018055556;563205268.9;562085620.2
4.024305556;505071350.2;433062568.6
5.022222222;338035126.2;322832052.7
6.01875;421075740.9;427826564.2
7.029861111;492228320.5;390340285.4
8.024305556;414160263.4;480241492.9
9.022222222;713501646.5;630735455.5
10.02291667;696926454.4;881119648.7
11.02361111;747470398.3;919698600.6
12.02083333;807965554.4;1793110872
13.02013889;1215715823;889773950.5
