emerg,pop
5.13,4.8
5.13,4.89
5.17,4.710000000000001
5.17,4.859999999999999
5.32,5.209999999999999
5.16,4.879999999999999
5.21,4.819999999999999
5.09,4.949999999999999
5.3,4.7299999999999995
5.31,4.89
5.22,4.760000000000001
5.1,4.960000000000001
5.33,4.789999999999999
5.24,4.77
5.17,4.960000000000001
5.02,4.84
5.09,4.890000000000001
5.15,4.67
5.16,4.76
5.11,4.819999999999999
5.29,4.840000000000001
4.99,5.25
5.27,4.77
5.0,4.720000000000001
5.08,4.82
5.2,4.53
5.23,4.709999999999999
5.28,4.7
5.14,4.820000000000001
5.19,4.81
5.21,4.840000000000001
5.3,4.7700000000000005
5.2,4.829999999999999
4.99,5.279999999999999
5.21,4.78
5.1,5.0
5.09,4.790000000000001
5.25,4.93
5.13,5.2
4.94,4.9799999999999995
5.32,4.57
5.31,4.63
5.23,4.779999999999999
5.05,5.1000000000000005
5.42,4.790000000000001
5.22,4.63
5.31,4.72
5.21,4.71
5.24,4.75
5.3,4.8500000000000005
5.18,4.700000000000001
5.13,4.78
5.19,5.03
5.32,5.129999999999999
5.09,4.91
5.16,4.84
5.31,4.71
5.28,4.739999999999999
5.16,4.99
5.25,4.890000000000001
5.2,4.999999999999999
5.1,4.860000000000001
5.26,4.700000000000001
5.11,4.71
5.12,4.8500000000000005
5.04,5.0200000000000005
5.13,4.88
5.2,4.8500000000000005
5.05,5.28
5.28,4.749999999999999
5.24,4.779999999999999
5.11,4.78
5.25,4.9399999999999995
5.24,4.6
5.02,5.140000000000001
5.12,4.8999999999999995
5.34,4.84
4.96,4.94
5.23,4.77
5.13,4.87
5.24,4.74
5.31,4.61
5.22,4.7700000000000005
5.19,5.04
5.09,5.050000000000001
5.31,4.8
5.3,4.739999999999999
5.13,4.97
5.11,4.94
5.22,4.81
5.26,4.620000000000001
5.31,4.7299999999999995
5.23,4.83
5.13,5.1000000000000005
5.11,5.069999999999999
5.04,5.0200000000000005
5.17,4.9
5.22,4.61
5.27,4.75
5.37,4.8
5.35,4.77
5.13,5.090000000000001
5.11,4.829999999999999
5.3,4.760000000000001
4.96,5.04
5.16,5.039999999999999
5.39,4.670000000000001
5.28,4.680000000000001
5.12,4.669999999999999
5.23,4.73
5.22,4.8500000000000005
5.11,4.64
5.17,5.050000000000001
5.24,4.9399999999999995
5.35,4.99
5.31,4.79
5.24,4.890000000000001
5.22,4.9799999999999995
5.2,4.909999999999999
5.2,5.14
5.27,4.710000000000001
4.82,5.0
5.17,4.890000000000001
5.24,4.959999999999999
5.12,5.21
5.22,4.78
5.23,4.709999999999999
5.19,4.919999999999999
5.18,4.880000000000001
5.33,4.800000000000001
5.21,5.1499999999999995
5.27,4.68
5.19,4.739999999999999
5.17,4.83
5.05,4.8999999999999995
5.03,5.1499999999999995
5.16,4.640000000000001
5.28,4.7299999999999995
5.31,4.680000000000001
5.2,4.87
5.17,4.890000000000001
5.14,4.89
4.94,5.14
5.26,4.859999999999999
5.3,5.04
5.24,4.799999999999999
5.18,4.66
5.22,4.930000000000001
5.32,4.8100000000000005
5.24,4.859999999999999
5.22,5.069999999999999
5.23,4.619999999999999
5.11,4.95
5.01,5.290000000000001
4.92,5.140000000000001
5.26,4.700000000000001
5.43,4.800000000000001
4.98,5.02
5.27,4.98
5.3,4.69
5.37,4.829999999999999
5.06,5.05
5.1,4.700000000000001
5.06,5.04
5.22,4.72
5.23,4.82
5.25,4.73
5.07,4.82
5.04,5.079999999999999
4.99,4.98
5.12,5.05
5.16,5.039999999999999
5.23,4.779999999999999
5.07,5.01
5.21,4.489999999999999
5.19,4.9799999999999995
5.05,4.89
5.04,4.97
5.23,4.74
5.17,4.949999999999999
5.3,4.750000000000001
5.08,5.300000000000001
5.25,4.74
5.19,4.64
4.99,4.879999999999999
5.21,4.819999999999999
5.21,4.53
5.14,5.04
5.27,4.540000000000001
5.15,4.85
5.16,4.73
5.25,4.73
5.08,4.84
5.18,4.9
5.31,4.740000000000001
5.19,4.8999999999999995
5.14,4.8999999999999995
5.01,4.84
5.02,5.18
5.25,4.859999999999999
4.9,5.379999999999999
5.09,5.07
5.26,4.720000000000001
5.12,4.94
5.18,4.950000000000001
5.07,4.77
5.19,4.919999999999999
5.42,4.74
5.22,4.580000000000001
5.23,4.99
5.03,5.319999999999999
5.21,4.78
5.35,4.77
5.21,4.78
5.34,4.880000000000001
5.09,4.93
5.29,4.920000000000001
5.18,4.67
5.25,4.67
5.15,5.01
5.17,4.82
5.16,4.65
5.4,4.77
5.3,4.56
5.33,4.57
5.24,4.6
5.11,5.079999999999999
5.31,4.81
5.13,5.12
4.99,4.879999999999999
5.1,4.720000000000001
5.25,5.029999999999999
5.13,4.9799999999999995
4.99,5.07
5.11,5.13
5.26,4.76
5.18,4.9
5.23,4.77
5.12,5.2
5.34,4.66
5.21,4.670000000000001
5.32,4.93
5.2,5.22
5.25,4.859999999999999
5.35,4.780000000000001
5.23,4.6
5.07,5.140000000000001
5.32,4.68
5.34,4.880000000000001
5.34,4.75
5.35,4.84
5.22,4.95
5.31,4.830000000000001
5.26,4.859999999999999
5.0,5.0600000000000005
5.12,4.760000000000001
5.21,4.909999999999999
5.24,4.789999999999999
5.24,4.6
5.2,4.7700000000000005
5.23,4.77
5.34,4.620000000000001
5.22,4.94
5.12,4.8999999999999995
5.25,4.800000000000001
5.25,4.619999999999999
5.38,4.7700000000000005
4.88,4.87
5.12,4.829999999999999
5.03,4.97
5.44,4.78
5.01,4.960000000000001
5.1,4.98
5.19,4.71
5.21,4.72
5.21,4.7
5.29,4.54
5.11,4.8
5.24,5.0
5.09,4.699999999999999
5.37,4.8500000000000005
5.21,4.7
5.28,4.739999999999999
5.27,4.780000000000001
5.39,4.760000000000001
5.27,4.700000000000001
5.06,4.96
5.06,5.090000000000001
5.17,5.119999999999999
5.2,5.19
5.21,4.680000000000001
5.08,4.99
5.19,4.909999999999999
5.06,5.070000000000001
5.44,4.78
5.25,4.76
5.13,4.89
5.29,4.6499999999999995
5.17,4.58
5.16,4.970000000000001
5.14,4.8999999999999995
5.09,4.880000000000001
5.02,4.77
5.2,4.72
5.24,4.77
5.3,4.760000000000001
5.23,4.85
5.09,4.92
5.21,4.8
5.18,4.780000000000001
5.17,4.43
5.18,4.59
5.16,4.9
5.27,4.77
5.31,4.78
5.12,4.81
5.2,4.8500000000000005
5.13,4.79
5.26,4.800000000000001
5.2,4.760000000000001
5.28,4.94
5.07,4.890000000000001
5.05,5.2700000000000005
5.32,4.799999999999999
5.06,4.760000000000001
4.94,4.9799999999999995
4.96,5.180000000000001
5.18,4.74
5.19,4.71
4.99,5.01
5.23,4.809999999999999
5.18,4.99
5.36,4.8500000000000005
5.19,4.87
5.18,4.700000000000001
4.98,5.25
5.29,4.670000000000001
5.23,5.01
5.17,4.720000000000001
5.19,4.81
5.2,4.8999999999999995
5.24,4.84
5.06,4.900000000000001
5.19,4.55
5.25,4.699999999999999
5.28,4.930000000000001
5.31,4.740000000000001
5.09,5.0600000000000005
5.19,5.099999999999999
5.15,4.959999999999999
5.39,4.69
5.21,4.97
5.19,4.919999999999999
5.25,4.6899999999999995
5.29,4.95
5.31,4.81
5.27,5.02
5.26,4.880000000000001
5.21,4.750000000000001
5.35,4.76
5.17,4.869999999999999
5.26,4.890000000000001
5.4,4.699999999999999
5.42,4.83
5.23,4.77
5.24,4.970000000000001
5.31,5.2299999999999995
5.14,4.71
5.09,4.91
5.21,4.96
5.3,4.61
5.25,4.720000000000001
5.17,5.02
5.21,4.8500000000000005
5.05,4.87
5.05,5.03
5.26,4.85
5.33,4.83
