emerg,pop
5.11,4.96
5.28,4.739999999999999
5.41,4.609999999999999
5.22,4.72
5.24,4.640000000000001
5.28,4.53
5.26,4.75
5.04,4.999999999999999
5.03,5.009999999999999
5.41,4.76
5.3,4.510000000000001
5.11,5.2
5.37,4.499999999999999
5.22,4.69
5.4,4.5
5.24,4.640000000000001
5.18,4.65
5.2,4.6000000000000005
5.25,4.92
5.56,5.5200000000000005
5.23,4.809999999999999
5.3,4.55
5.5,4.609999999999999
5.17,4.83
5.17,5.040000000000001
5.4,4.949999999999999
5.22,4.990000000000001
5.21,4.590000000000001
5.52,4.530000000000001
5.21,4.71
5.16,4.949999999999999
5.29,4.9799999999999995
5.25,4.640000000000001
5.23,4.699999999999999
5.23,4.66
5.17,4.699999999999999
5.18,4.93
5.17,4.68
5.27,4.92
5.4,4.73
5.21,4.71
5.51,4.460000000000001
5.39,4.78
5.27,4.66
5.36,4.54
5.06,4.840000000000001
5.13,5.19
5.18,4.960000000000001
5.35,4.68
5.28,4.95
5.05,5.13
5.32,4.640000000000001
5.48,4.559999999999999
5.28,4.61
4.94,5.079999999999999
5.38,4.409999999999999
5.08,5.039999999999999
5.11,4.71
5.3,4.580000000000001
5.35,4.6899999999999995
5.02,4.790000000000001
5.13,4.86
5.3,4.670000000000001
5.06,5.0200000000000005
5.05,5.170000000000001
5.21,4.78
5.22,5.0200000000000005
5.18,4.98
5.35,4.550000000000001
5.37,4.5200000000000005
5.24,4.879999999999999
5.35,4.57
5.3,4.96
5.23,5.279999999999999
5.45,4.44
5.2,4.78
5.06,5.11
5.3,4.989999999999999
5.1,5.030000000000001
5.16,4.959999999999999
5.12,4.86
5.1,5.02
5.26,4.779999999999999
5.32,4.549999999999999
5.33,4.65
5.26,5.01
5.24,4.92
5.35,4.57
5.25,4.720000000000001
5.36,4.749999999999999
5.29,4.72
5.18,4.950000000000001
5.19,4.78
5.05,5.13
5.33,4.82
5.18,4.92
5.21,4.81
5.26,4.68
5.09,4.9
5.09,4.870000000000001
4.87,5.079999999999999
5.19,5.14
5.21,4.88
5.03,4.69
5.24,4.859999999999999
5.32,4.6
5.21,4.81
5.29,4.680000000000001
5.27,4.720000000000001
5.38,4.659999999999999
5.33,4.77
5.22,4.79
5.4,4.74
5.13,4.97
5.32,4.6899999999999995
5.2,4.61
5.22,5.000000000000001
5.35,4.59
5.31,4.53
5.07,4.789999999999999
5.06,4.69
5.3,4.62
5.27,4.950000000000001
5.22,4.63
5.33,4.74
5.21,4.8
5.35,4.49
5.21,5.069999999999999
5.21,4.87
5.22,4.63
5.3,5.04
5.5,4.57
5.03,4.95
5.37,4.62
5.26,4.9
5.37,4.87
5.22,4.94
5.14,4.69
5.2,4.78
5.3,5.04
5.42,4.460000000000001
5.16,4.91
5.23,4.859999999999999
5.23,4.83
5.12,5.1000000000000005
5.26,4.49
5.33,4.380000000000001
5.16,4.859999999999999
5.08,5.050000000000001
5.33,4.6
5.17,4.970000000000001
5.37,4.819999999999999
5.2,4.81
5.15,4.8100000000000005
5.22,4.55
5.21,4.750000000000001
5.2,4.6000000000000005
5.23,4.67
5.2,4.749999999999999
5.18,4.66
5.26,4.66
5.17,4.880000000000001
5.42,4.550000000000001
5.28,4.89
5.44,4.909999999999999
5.34,4.609999999999999
5.3,4.920000000000001
5.23,4.68
5.22,4.500000000000001
5.27,4.620000000000001
5.4,4.48
5.34,4.710000000000001
5.32,4.719999999999999
5.36,4.54
5.35,4.780000000000001
5.4,4.57
5.27,4.780000000000001
5.16,4.640000000000001
5.36,4.69
5.17,4.880000000000001
5.38,4.94
5.07,4.85
5.31,4.7299999999999995
5.26,4.640000000000001
5.36,5.1000000000000005
5.25,4.84
5.4,4.65
5.37,5.169999999999999
5.11,5.179999999999999
5.31,4.7700000000000005
4.96,4.62
5.31,4.89
5.02,4.860000000000001
5.36,4.6000000000000005
5.31,4.6000000000000005
5.16,4.58
5.18,4.5600000000000005
5.3,4.590000000000001
5.17,4.68
5.17,4.73
5.25,4.68
5.42,4.460000000000001
5.04,5.159999999999999
5.0,4.970000000000001
5.06,5.170000000000001
5.22,4.61
5.19,4.919999999999999
5.21,4.72
5.24,5.0600000000000005
5.48,4.68
5.17,4.58
5.35,4.73
5.23,4.77
5.1,4.92
5.26,4.68
5.57,4.459999999999999
5.39,4.760000000000001
5.27,4.690000000000001
5.24,4.9399999999999995
5.33,4.890000000000001
5.17,4.84
5.29,4.8999999999999995
5.25,4.68
5.34,4.550000000000001
5.35,4.530000000000001
5.28,4.569999999999999
4.82,5.379999999999999
5.17,4.699999999999999
5.21,4.54
5.05,5.080000000000001
5.2,4.61
5.37,4.7700000000000005
5.24,5.049999999999999
5.18,4.52
5.24,4.52
5.24,4.58
5.23,4.879999999999999
5.34,4.74
5.25,4.800000000000001
5.25,4.859999999999999
5.32,4.719999999999999
5.37,4.69
5.43,4.609999999999999
5.23,4.639999999999999
5.27,4.710000000000001
5.48,4.609999999999999
5.03,5.180000000000001
5.22,4.9799999999999995
5.41,4.82
5.07,4.879999999999999
5.28,4.759999999999999
5.4,4.789999999999999
5.22,4.72
5.17,4.59
5.3,4.81
5.32,4.6899999999999995
5.37,4.53
5.31,4.750000000000001
5.19,4.579999999999999
5.38,4.56
5.15,4.799999999999999
5.41,4.85
5.44,4.7700000000000005
5.2,4.749999999999999
5.06,4.750000000000001
5.3,4.4799999999999995
5.43,4.58
5.09,4.870000000000001
5.38,4.64
5.36,4.61
5.35,4.5
5.27,4.66
5.27,4.860000000000001
5.38,4.6000000000000005
5.14,4.79
5.04,5.11
5.21,5.079999999999999
5.32,4.6899999999999995
5.37,4.919999999999999
5.12,4.94
5.2,4.6499999999999995
5.27,4.75
5.07,5.34
5.27,5.09
5.12,4.86
5.19,4.829999999999999
5.15,4.709999999999999
5.19,4.7
5.26,4.550000000000001
5.36,4.46
5.08,5.029999999999999
5.11,4.71
5.23,4.809999999999999
5.25,4.68
5.25,4.539999999999999
5.38,4.569999999999999
5.28,5.14
5.25,4.74
5.27,4.57
5.27,4.77
4.9,5.08
5.6,4.780000000000001
5.29,4.819999999999999
5.31,4.570000000000001
5.4,4.549999999999999
5.29,4.61
5.1,4.73
5.03,4.95
5.38,4.7
5.39,4.6499999999999995
5.13,4.830000000000001
5.05,4.920000000000001
5.25,4.619999999999999
5.23,4.99
5.31,4.830000000000001
5.37,4.55
5.59,4.529999999999999
5.37,4.5200000000000005
5.26,4.9
5.38,4.739999999999999
5.13,4.95
5.34,4.75
5.27,4.9
5.37,4.6000000000000005
5.29,4.54
5.33,4.5600000000000005
5.3,4.64
5.13,4.89
5.19,4.679999999999999
5.35,4.65
5.29,4.6499999999999995
5.29,4.579999999999999
5.39,4.62
5.27,4.68
5.16,4.879999999999999
5.26,5.16
5.03,4.839999999999999
5.29,4.96
5.19,4.7
5.37,4.510000000000001
4.96,5.079999999999999
5.3,4.670000000000001
5.33,4.58
5.25,4.77
5.19,4.7
5.35,4.57
5.09,5.02
5.5,4.550000000000001
5.2,4.6000000000000005
5.28,4.56
5.36,4.72
5.19,4.86
5.24,4.640000000000001
5.2,4.7700000000000005
5.21,4.53
5.05,4.7700000000000005
5.18,4.800000000000001
5.23,4.75
5.03,4.909999999999999
5.2,4.88
5.38,4.8
5.25,4.68
5.23,4.619999999999999
5.32,4.99
5.3,4.79
5.47,4.62
5.14,5.180000000000001
