emerg,pop
1.16,7.879999999999999
0.4,2.47
0.12,1.5899999999999999
0.82,3.1100000000000003
0.72,2.9800000000000004
0.56,2.6999999999999997
0.57,2.73
0.82,3.0500000000000003
0.57,2.73
0.4,2.46
0.45,2.55
0.53,2.6100000000000003
0.94,5.300000000000001
1.86,4.77
1.72,6.71
0.81,3.19
0.63,2.7800000000000002
1.51,5.8
0.45,2.51
1.16,7.879999999999999
0.64,2.7199999999999998
0.83,4.45
0.61,2.75
0.59,2.68
0.63,2.88
0.43,2.48
1.0,6.19
0.71,2.96
0.54,2.62
1.65,7.459999999999999
0.9,3.5100000000000002
0.71,2.89
0.61,2.8000000000000003
0.75,2.88
0.42,2.48
1.28,5.97
0.82,3.2399999999999998
0.63,2.79
0.72,5.86
0.44,2.5
1.16,6.56
1.3,9.45
0.32,2.27
0.72,2.87
0.86,3.1999999999999997
0.61,2.8000000000000003
0.89,5.74
0.41,2.42
0.74,3.2
0.79,3.25
0.77,3.02
0.75,2.93
0.53,2.63
1.22,6.5200000000000005
1.84,7.529999999999999
0.47,2.67
0.45,2.52
0.4,2.41
0.79,9.7
0.54,2.65
0.59,2.93
0.86,3.19
0.79,3.34
0.71,2.92
0.75,2.88
0.51,10.84
0.8,3.5200000000000005
0.44,2.5100000000000002
0.83,3.08
0.37,2.36
0.32,2.25
0.65,3.15
0.43,2.46
0.42,2.45
0.54,2.66
1.9,7.1899999999999995
1.06,6.789999999999999
0.44,2.58
0.4,2.4
0.54,2.68
0.31,2.25
0.76,3.0599999999999996
1.1,11.16
0.73,3.04
0.91,5.64
0.26,2.2
0.67,2.97
1.21,8.829999999999998
1.0,4.57
0.82,3.2100000000000004
0.94,8.22
0.89,3.82
0.37,2.36
0.87,3.4299999999999997
0.88,5.63
1.05,6.08
0.45,2.55
1.34,7.34
2.35,7.620000000000001
0.71,9.030000000000001
0.68,2.8
0.54,2.64
0.75,3.3
0.69,2.87
0.61,3.0
0.29,2.26
0.67,2.87
0.37,2.36
0.53,2.7199999999999998
0.66,9.51
0.53,2.6399999999999997
1.18,6.49
0.71,3.2
1.0,5.62
0.86,8.32
1.97,7.64
0.48,2.57
0.54,2.66
2.32,8.66
0.89,4.58
0.44,2.45
0.55,2.63
0.44,2.49
0.6,2.76
3.2,9.41
0.74,3.1399999999999997
1.42,8.64
0.43,2.6199999999999997
0.49,2.5700000000000003
1.29,8.86
0.39,2.4299999999999997
0.09,1.48
0.41,2.42
1.87,5.930000000000001
0.62,2.75
0.76,2.9299999999999997
0.38,2.37
0.51,2.62
0.15,1.75
0.82,3.4499999999999997
1.28,6.51
2.27,8.360000000000001
0.45,2.53
0.66,2.8499999999999996
0.44,2.49
0.76,3.01
0.67,8.72
0.52,2.62
1.02,8.59
0.49,2.5700000000000003
0.82,3.18
1.41,6.1899999999999995
0.53,2.62
0.58,2.71
0.3,2.23
0.56,2.69
0.63,2.7600000000000002
0.66,5.66
0.53,2.6799999999999997
0.83,3.09
0.5,2.59
0.87,4.93
0.61,2.74
1.11,5.9399999999999995
0.43,2.4699999999999998
0.54,2.61
0.47,2.5300000000000002
1.01,7.880000000000001
0.5,2.6
0.53,2.6399999999999997
0.61,2.8600000000000003
0.85,3.8400000000000003
1.05,6.08
0.85,3.53
2.1,7.030000000000001
0.64,7.71
0.91,4.21
2.75,8.96
0.37,2.44
1.13,4.63
0.87,3.3099999999999996
0.45,2.4899999999999998
0.57,2.66
0.73,3.0
0.43,2.4899999999999998
0.22,2.02
0.51,2.8899999999999997
0.46,2.5300000000000002
0.6,2.73
1.97,8.74
0.09,1.48
0.84,3.25
14.0,4.84
0.26,2.1100000000000003
0.8,3.21
0.61,2.8200000000000003
0.55,2.7299999999999995
0.48,2.58
0.66,3.0
0.38,2.49
0.82,3.2100000000000004
1.1,8.450000000000001
0.57,2.66
1.46,8.170000000000002
1.05,6.03
0.4,2.47
0.66,2.8499999999999996
0.31,2.2399999999999998
0.7,2.8899999999999997
1.0,5.43
0.88,4.8
0.85,5.5600000000000005
0.12,1.6099999999999999
1.26,6.430000000000001
0.31,2.23
1.55,7.080000000000001
1.44,7.780000000000001
0.75,2.97
2.02,8.48
1.89,6.7
0.48,2.56
0.82,3.08
1.36,7.54
0.5,2.57
0.94,3.3699999999999997
0.99,3.75
0.48,2.52
0.5,2.57
1.05,4.9
0.4,2.43
0.76,3.0
0.99,5.12
1.76,8.31
0.43,2.4699999999999998
0.6,2.77
0.5,2.6
0.61,2.77
0.74,3.05
0.26,2.12
0.86,3.4
0.94,3.6599999999999997
1.08,6.58
1.16,6.3
1.55,10.629999999999999
0.89,4.83
0.82,3.22
1.49,7.08
1.14,7.510000000000001
0.41,2.4299999999999997
0.75,3.3
0.88,4.5
0.4,2.44
0.55,2.63
0.75,7.07
0.55,2.62
0.76,7.13
0.49,2.58
1.19,5.949999999999999
0.66,2.94
0.72,2.8899999999999997
1.1,6.699999999999999
0.55,2.5999999999999996
0.53,2.63
0.39,2.44
0.74,3.05
0.09,1.48
0.88,3.49
0.93,10.72
0.77,3.03
0.44,2.52
0.38,2.41
0.64,2.83
1.23,7.459999999999999
0.47,2.5
2.33,10.41
0.57,2.7
1.17,8.17
0.73,3.14
1.04,5.87
0.39,2.4
0.47,2.5200000000000005
0.61,2.71
0.84,9.41
0.44,2.48
0.29,2.2
0.77,3.52
1.87,6.8999999999999995
0.47,2.5
0.83,3.29
0.47,2.5700000000000003
0.81,3.2899999999999996
0.63,2.8200000000000003
1.13,9.05
0.8,4.91
0.46,2.52
0.52,2.6
0.5,2.58
0.4,2.41
0.96,3.8899999999999997
0.64,2.98
0.39,2.48
1.34,8.23
0.82,3.2600000000000002
1.86,4.72
0.71,3.0100000000000002
0.74,3.0199999999999996
3.12,8.780000000000001
1.04,6.49
0.45,2.55
0.33,2.28
0.53,2.62
0.67,2.87
0.42,2.5100000000000002
0.51,2.63
1.15,6.550000000000001
0.16,1.83
0.39,2.3899999999999997
0.46,2.7
0.14,1.71
0.77,7.35
1.18,6.84
0.79,9.809999999999999
0.63,2.8200000000000003
0.56,2.69
1.38,6.840000000000001
0.63,3.02
0.64,2.81
1.36,7.54
0.78,3.05
0.23,2.05
0.83,5.85
0.56,2.71
0.46,2.49
1.47,7.920000000000001
0.31,2.23
0.73,3.07
0.91,4.81
0.61,2.73
0.48,2.53
0.93,6.74
0.41,2.42
0.55,2.6500000000000004
0.34,2.3000000000000003
0.48,2.7
0.54,2.66
0.77,3.01
1.0,8.11
0.4,2.44
0.23,2.04
0.67,2.93
1.0,5.62
0.67,2.7800000000000002
0.8,3.0599999999999996
0.27,2.14
0.72,3.08
1.14,4.87
1.21,7.46
0.61,2.68
2.64,7.129999999999999
1.43,11.98
0.89,8.59
1.75,6.68
0.48,2.55
0.22,2.0399999999999996
1.1,8.110000000000001
0.47,2.6100000000000003
0.25,2.1
1.53,11.9
0.12,1.6099999999999999
0.93,8.11
0.5,2.59
1.11,8.16
0.37,2.36
0.59,9.9
0.93,5.75
0.69,2.82
0.39,2.3699999999999997
0.77,3.4
0.54,2.65
0.76,3.34
0.64,2.88
0.53,2.62
2.24,7.83
0.61,2.8400000000000003
1.14,6.69
0.39,2.4299999999999997
1.68,7.58
0.59,2.72
0.69,7.82
0.12,1.67
1.63,6.510000000000001
0.62,2.78
0.82,3.12
1.01,3.76
0.63,2.8200000000000003
1.45,7.12
0.61,8.790000000000001
0.27,2.18
0.94,4.949999999999999
0.65,3.14
0.68,9.55
1.75,6.9
0.77,3.17
0.34,2.2800000000000002
0.9,4.369999999999999
0.78,4.239999999999999
0.5,2.78
0.61,8.33
0.52,2.69
0.54,2.64
0.88,7.920000000000001
0.79,5.91
0.7,2.8499999999999996
0.59,2.72
0.52,2.57
0.89,7.170000000000001
0.4,2.43
0.84,6.5600000000000005
0.89,3.3299999999999996
0.49,2.5999999999999996
0.55,2.75
0.37,2.36
0.67,9.0
0.57,2.73
1.53,7.079999999999999
0.37,2.3899999999999997
2.33,10.41
0.44,2.48
1.1,8.110000000000001
0.43,2.53
1.58,9.38
1.03,5.52
0.56,2.68
0.68,2.8499999999999996
0.75,3.21
0.63,2.7600000000000002
0.65,2.8200000000000003
0.73,2.92
1.56,8.2
0.44,2.48
0.24,2.09
0.42,2.43
0.65,2.81
0.58,2.69
1.38,6.3500000000000005
0.82,3.27
2.51,7.550000000000001
0.77,2.98
0.79,3.8099999999999996
1.04,5.59
0.74,3.0199999999999996
0.75,3.13
0.77,7.98
0.5,2.6
1.18,5.92
0.78,3.3499999999999996
0.53,2.62
0.7,2.8600000000000003
0.13,1.67
0.73,2.95
0.36,2.43
0.55,2.7
