TIME;REPLICATE_1;REPLICATE_2
0;855555.5556;838518.5185
1.006944444;2657550.077;2254237.288
2.010416667;2020608.629;1872688.752
3.009027778;3376477.209;3582817.483
4.016666667;4892442.414;5471159.338
5.014583333;18907291.07;19611650.49
6.009722222;7612792.69;8413287.645
7.024305556;12988768.32;13385113.27
8.01875;22874797.04;20190781.17
9.022222222;24508388.96;24898069.64
10.01388889;24948583.8;26566841.06
11.01041667;24623849.9;25608876.06
12.01875;29314917.13;28959484.35
13.01111111;27740331.49;27683241.25
