TIME;REPLICATE_1;REPLICATE_2
0;5991011.236;13101123.6
0.247222222;8611235.955;7375280.899
0.495833333;6964044.944;6674157.303
0.746527778;6802247.191;6471910.112
1.014583333;6748314.607;6633707.865
1.249305556;16489887.64;16065168.54
1.494444444;115370786.5;93876404.49
1.746527778;254764044.9;97685393.26
2.018055556;432425905.6;464720087.8
4.024305556;402766191;391877058.2
5.022222222;336937431.4;385236004.4
6.01875;360702524.7;406915477.5
7.029861111;440515916.6;471942919.9
8.024305556;175411635.6;424807903.4
9.022222222;450713501.6;428759604.8
10.02291667;450054884.7;380900109.8
11.02361111;477072120.6;633369214.2
12.02083333;726803014;594617868.7
13.02013889;779117330.5;832292787.9
