TIME;REPLICATE_1;REPLICATE_2
0;1039814.815;1079074.074
1.014583333;2394509.669;2057395.994
2.018055556;1078729.282;2281009.245
3.017361111;19854.97238;52522.9788
4.024305556;8805.248619;6855.493415
5.022222222;9150.552486;10824.46329
6.01875;13639.50276;17319.14126
7.029861111;60600.82873;61879.84846
8.024305556;152796.9613;190510.5539
9.022222222;441277.2867;449034.8187
10.02291667;904449.5657;900726.8215
11.02361111;926608.7573;1019677.362
12.02083333;1131891.509;1143059.741
13.02013889;1221060.096;1335933.345
