TIME;REPLICATE_1;REPLICATE_2
0;865740.7407;516296.2963
1.014583333;2396408.84;2884630.2
2.018055556;849792.8177;1595724.191
3.017361111;12603.59116;7503.282686
4.024305556;9323.20442;11546.09417
5.022222222;8459.944751;15334.65632
6.01875;26243.09392;24896.26556
7.029861111;67852.20994;96518.13098
8.024305556;260531.768;286126.6462
9.022222222;607974.0213;761320.5845
10.02291667;862967.5589;711221.4146
11.02361111;1385569.934;1402765.467
12.02083333;1925722.39;1971813.508
13.02013889;2110795.958;2018968.268
