TIME;REPLICATE_1;REPLICATE_2
0;1193703.704;1204259.259
1.014583333;2254661.602;3187788.906
2.018055556;4762085.635;9713405.239
3.017361111;10962534.53;43207653.35
4.024305556;25729109.12;27887786.4
5.022222222;24341332.87;25892296.59
6.01875;6551277.624;7001623.669
7.029861111;1368611.878;1104095.255
8.024305556;155732.0442;175897.5284
9.022222222;58271.69403;50694.56973
10.02291667;31377.41535;29427.40649
11.02361111;51054.77752;49282.04219
12.02083333;69313.95143;68959.40436
13.02013889;76759.43982;79241.26928
