parameters,ess,rhat,ess_per_sec
a,3518.3472473603742,1.0002477661519378,43.44764997543035
b,3501.168510721062,1.0008245526506947,43.235511808259695
σ,4155.2789471598435,1.000624069289999,51.313043470033506
