parameters,ess,rhat,ess_per_sec
a,1441.0353705294804,1.0007863643355503,70.34244706284684
k,2103.372988322668,1.0019945219811495,102.67367901604354
s0,2556.437495290939,1.0007934167812444,124.78949015380937
σ,2427.045598102903,1.000748212888252,118.47337684774494
