parameters,ess,rhat,ess_per_sec
a,3916.0808578347032,1.0011011816590436,55.41362470404278
b,3299.8376684402633,1.0014449997474064,46.69361353389363
c,2587.246028644911,1.001661118862456,36.610245205106985
σ,2439.7952672130505,1.0024116589121321,34.52377624470144
