a,k,s0,σ
0.9073840699056294,11.281486422839297,0.31555584543185233,0.9928304554539921
2.490354414351678,10.717380855649477,-0.06453189922299885,0.9987714452849306
1.6193583590493166,10.576621755097872,-0.7628884899977777,0.9985086121002837
2.6201488608445773,10.268093844961879,0.17605812532998044,0.9955462254114812
2.0879362698849673,11.08581810588938,0.01594806194883347,0.9965804268606957
2.5290952466174157,11.271735716167647,1.5906107067918818,0.9969613391991013
2.505267699755745,11.50089982463642,1.172138585750158,0.9935145459421441
2.0699683028382454,11.915075572553006,-1.9453504489539988,0.999904875701692
0.8691341309913304,11.384196255326591,-0.03676531854605258,0.9999208871608775
0.9258658637809876,11.364409339253516,0.08904793198561478,0.9999211909361848
1.6688248233156866,11.165173674655772,-1.0191387641019034,0.9975494110058137
2.408432880275304,10.994280165999772,-0.22850276052834673,0.9991273970703338
2.5220794910418616,10.942284750733625,-0.21294460616964628,0.9983720795264556
2.5220794910418616,10.942284750733625,-0.21294460616964628,0.9983720795264556
2.5220794910418616,10.942284750733625,-0.21294460616964628,0.9983720795264556
1.4369940406869175,10.605152720807805,-0.2537039366990115,0.9970994195357538
1.043781642375245,11.229893522629334,-0.15778147041272916,0.9989616080267552
1.391353648642159,11.56615947207656,-0.10544429983099235,0.9995380198220587
1.391353648642159,11.56615947207656,-0.10544429983099235,0.9995380198220587
1.391353648642159,11.56615947207656,-0.10544429983099235,0.9995380198220587
1.4082223938654972,11.638319307441353,-0.46902539452895553,0.9993228576093314
1.3070276132141463,11.0651337016965,0.3801505854091509,0.9987067383104127
1.345754650965506,11.217977173023542,0.6479915216651904,0.9980164858780249
1.4404277658755842,10.917619970973137,0.06124281529039166,0.9983660584757315
1.4404277658755842,10.917619970973137,0.06124281529039166,0.9983660584757315
1.2723564012062973,10.971721986280548,0.1691861631520979,0.999258922399159
1.7459109832040254,11.56797018751093,-0.45137982592856574,0.9906101960438296
1.5734337657586654,11.56922846341766,0.23070139163855785,0.9943295324075834
1.7479899318071987,11.378470999593379,-0.31998030031361324,0.9944437379237769
0.8668501809486903,10.901205886464929,-1.1005664439225562,0.9966723285846137
1.5980628568542095,11.165315271978521,-2.2860665004897385,0.9978898522496399
1.596284338135556,11.36380161984118,-2.6431802344616706,0.9952575254727973
2.3140604329101038,11.262142428805873,-2.477030583635713,0.9947451282656009
2.0412761770338643,11.602108433522023,0.23150385793652717,0.9980322774072954
1.3391357220638773,12.193738702157278,0.5302357397303723,0.9968466743257179
1.4449848150309148,11.940079185843386,0.2806072271586011,0.9984715544288671
1.0449373813912037,11.21258969415336,-0.11115953766510245,0.9959151258072899
1.0449373813912037,11.21258969415336,-0.11115953766510245,0.9959151258072899
2.1912715775514435,10.652365714085501,0.03947246637012469,0.9967064583619628
2.497095381560278,10.897202799482844,0.1731116716500587,0.999258611909928
2.6488007610015294,10.865333904607027,0.2945725624488418,0.9992507044623814
2.1442538469663917,11.011333401307592,0.7809149345933442,0.9990573154039707
1.2012125545094028,10.778646414568154,0.011634685629172026,0.9963717127979876
1.9331154789404126,10.591714103897178,-0.020615353173347728,0.9917402317647954
1.6233100015915665,11.832066229537293,0.122706159575106,0.9991129684066943
1.3079145551141316,11.560971805368734,-0.06186810206382276,0.9955345912936261
1.3079145551141316,11.560971805368734,-0.06186810206382276,0.9955345912936261
0.922028764685046,11.555266126797306,0.1551423870045845,0.9977081423219167
1.7266191633413084,11.571345576952789,0.4776402097914918,0.9956174741124068
1.2369889251078106,11.542747644235643,0.8970911659284724,0.9944724029461454
1.9686628006204556,11.668607950812204,0.3508206999576089,0.9967845595334249
1.833129509937243,11.469690761853688,-0.11416104137929395,0.9954221745241019
1.118089489424991,10.779003115123217,-0.40185068956800407,0.9966478580882437
1.363128018287803,10.92365010636957,0.05716295825856932,0.9934754642712557
1.363128018287803,10.92365010636957,0.05716295825856932,0.9934754642712557
1.363128018287803,10.92365010636957,0.05716295825856932,0.9934754642712557
1.32307091693841,10.9643788152305,-0.031486433420539583,0.9967592225677288
1.4232559988122773,11.6771419724605,0.061201497247243,0.9977761630091024
1.4684370404826024,11.64741557854233,-0.570011446244262,0.9963518929870516
1.3412446432611742,12.000307839995262,0.2616629364163039,0.9945260943778674
1.9576854114503397,12.127386875466954,-0.07906819522709085,0.9978226322621422
1.1298013104039843,12.288716171123397,-0.04510575268442096,0.9835125068912141
1.7951143750215433,12.031822613360273,-0.3000975977384215,0.986935005268133
1.1536653428788537,11.980100317391338,-0.10813870213863908,0.9924035567473647
1.0049321216050577,11.774003492623457,-0.504898357163583,0.9974722976340933
1.4191638153063386,11.621535107070642,0.6606127020281214,0.9981197943729795
1.274988247855347,11.066216220244796,0.2432569767386994,0.9952515104301953
1.257501238234513,10.91257535858708,-0.19747949492911232,0.9924447883502281
1.124622069026495,10.811649239786473,-0.20613034125043228,0.988935661683402
1.7539307987810868,10.63243793688147,-0.45263835983875467,0.9955089717003702
1.214404107273086,11.245563589151573,0.3322952005499289,0.9982114141160374
1.415873128720855,11.805364260487133,0.3877815835550855,0.9950821337490459
2.8673145271847953,10.866219175836342,0.1950356186060418,0.9992753781687695
3.251154283807211,11.253776495148063,-0.4843567784668785,0.998879326075048
1.9216265907648609,11.117991963153138,-0.6929541766238287,0.9992010720884411
2.154417919182442,11.511664734656584,0.4017931684075542,0.9953600873646027
2.3082415602655026,11.374373235785495,-0.09682953800373184,0.9944926409280376
1.6568756106132612,11.665627904436757,-3.7031081626515956,0.9985333086727712
1.9080745284370877,11.15725857264862,-3.9590037276681294,0.9995747215747215
0.6724899089519508,11.81996614444206,-5.537339505641013,0.9970680788392277
1.8601274230430258,11.46035949903165,1.621165643455047,0.9944062308544748
1.649984662920243,11.805579327918576,1.5528387450042942,0.9972887289560545
1.6052819796296933,11.6024455316626,1.143623355229348,0.9978494727221336
3.4567257751820017,11.673868411572716,-0.2651289946080446,0.9903418973558761
3.502321494431048,11.256553554280377,0.22000047410392654,0.9951344969084082
4.3757031687734775,11.467415265053067,0.10354642859055829,0.9975894370058402
3.6562276095072397,11.764790809390526,-0.374874391440148,0.9981783207305364
3.52025984351098,11.438992590486764,0.14434309932045863,0.9984783288497651
2.6136350336642398,11.333918259551133,-0.35469498356799534,0.9951963524082563
2.8226329173073417,11.439541213334753,-0.09795582001461867,0.9950919406723464
2.0780866731671455,11.358390857107494,-0.5146092872329433,0.9975257964474797
2.0119685434517134,11.387519236830773,-0.09429798392439537,0.9980367332588124
1.331371060334381,11.478373982116786,0.6464069255990026,0.9993893033426645
3.8269638465578586,11.182380008873757,0.4704502699597093,0.9869345885931868
0.9488581943642439,11.74016791227271,-0.3231492459616483,0.9996970265312012
1.4728625941380153,11.320353876486394,-0.0204602640483742,0.9998422624265286
1.8427577632818553,11.91270064304202,-0.0028360455190004075,0.9981446898605928
1.7848284279779956,11.557885285619314,-0.09780068170623579,0.9930089676040583
1.8209284490564668,11.377082054965383,0.24009557646980184,0.9981549725221408
1.1993418451696398,11.116967462477419,-0.5580649740220878,0.9982346259492463
1.1573258662634538,11.591975461687056,-0.32327177391268336,0.9989231613740003
1.7585375751641956,11.437858305413204,0.05767550535758659,0.9860971234024049
3.110502025303749,11.695853118829518,-0.3016476232098455,0.9997321823549286
2.6953078502088776,11.667113622379404,0.14521078847572966,0.9992430295381045
2.888926254264485,11.349732375444962,-0.2702709029794583,0.9947186645395373
1.3267615310019107,11.568240938870652,-0.13768724830484658,0.9923052871677361
1.3573694569257748,11.37770305603657,0.4547060196000281,0.9896558773084235
2.575642989113813,11.398507010930423,-0.22382018354360156,0.9972205865924489
3.173058566723599,11.793493545234544,0.9299061817784704,0.9969048678022008
2.846527855847398,11.042063416440978,0.8585712881865213,0.991924319502564
3.0710591384552743,11.734626622551732,-0.9503277726373192,0.9972424456823453
0.9571086197457531,10.944025627329024,0.020618849876889556,0.998740124776362
1.9195911320237722,11.929882755648933,-0.36140218057279583,0.9996923451654128
2.2095705473088247,11.617151042646624,-0.06418836474475853,0.9998077031951733
1.15817447520816,11.558831835542174,0.08157951624281168,0.9999798070026483
1.15817447520816,11.558831835542174,0.08157951624281168,0.9999798070026483
2.608920262267336,12.507877597005118,-0.40454463296899235,0.9997614242013683
1.6558391725805588,11.74642118431658,0.16109485240733434,0.999838877041296
1.4719109428944235,11.665241901950605,-0.20620705812845586,0.9998067074889307
2.3262503267747046,11.647331470179433,-0.8854895088951196,0.9995635524532231
3.0409434309418093,11.617337315204471,-0.31325207767002894,0.9993750955841788
3.040623633861943,11.680082048054519,-0.1865537263825523,0.9995248372246338
1.6076581492108657,11.414385060918143,0.17233024834933275,0.998649402227336
1.249690689111437,11.320173281784246,-0.23541620110504624,0.9947757663265298
1.249690689111437,11.320173281784246,-0.23541620110504624,0.9947757663265298
1.605016015851015,11.54833940415385,0.8806646973228176,0.9963948045810131
1.5627303111709805,11.360863115256855,-0.680015978736197,0.9937668295051246
1.7601453334155233,11.222504426923248,-0.11263545572193934,0.9954994135682212
2.310346332524667,11.764049439285156,0.054269563288485756,0.9978387194615361
1.4169151904301156,11.50049676052028,-0.11830191913035293,0.9862691679473296
1.6333072125076256,10.858545783587749,0.3518094154286153,0.9994833209933199
1.9867684666288647,11.72782994716256,-0.24515943582439803,0.9943786719661087
1.8922270075428727,11.843614352178964,-0.2965644736898163,0.9963756698333469
1.1147586370861333,10.929850784995649,-0.2312877316667965,0.9965477094847207
1.4047159673063976,11.023982889487716,0.09118984827273025,0.9877136506393749
0.9013552879974777,11.505583185942903,-5.235513942722298,0.9998371460798683
1.0203305651758217,11.805528422560187,-5.676846864340973,0.9998881122974402
2.2861896525037695,11.10266984495658,1.0866254616267987,0.9990913259128036
1.5491175612747963,10.8021575297182,0.9028807940313079,0.998719270126205
1.679731461954119,10.884343383455226,0.3525517769326356,0.9996221737410007
1.9893938704559695,11.267615928804974,-2.2443338838045825,0.9900768017995953
0.7308012056797103,11.23341743695917,-0.1980443233160294,0.997714900110673
0.9137838920787124,11.17168103733562,0.14065549892693952,0.9977282499735766
2.552248781760923,11.677377311158457,-0.2567951413856093,0.9957994892121756
2.156534828377474,11.528434211268413,0.47694452809693644,0.9957279235110083
1.7805098526996215,11.42434044500532,-1.1747379502085344,0.9965676489487127
1.78592297589494,11.416297016923467,-0.8517278786405029,0.996630062187246
0.9810816853745248,11.9299982066869,0.458882473139127,0.9982751007449825
0.9810816853745248,11.9299982066869,0.458882473139127,0.9982751007449825
1.7466999097660336,11.188508177513661,-0.3919470490847061,0.9928233309568845
1.0597443488829092,11.15091929290056,0.003456827732694734,0.9853286626774181
2.0225045979017127,11.273239459657617,-0.07357457911415466,0.9990741785889723
2.9459620951710024,11.81090367730863,-0.29741046172004815,0.9927100923506142
2.426411821805422,11.911698863970752,0.37553370749873594,0.9985258674285944
2.9002803845025893,11.587780782601316,-0.1570640777176031,0.9966597930812812
3.338123478938307,11.482756411839691,-0.36527961312854274,0.9969867545055595
2.4110563806466776,11.490700625395974,-0.37574664514962564,0.9989127796240419
1.976023170903368,11.451421209639491,0.6371455074715513,0.9998692800294455
2.1809419181062153,11.329865340541042,0.0015428483975377105,0.9998925361423622
3.50819440444923,10.973631423202328,0.30059731973003423,0.9923857836650612
3.846335084920378,11.109207515011514,0.14155350626327845,0.9942841980107006
3.5430389525619814,11.57918540144393,-0.29524897813386985,0.9975803507667803
3.862872648915627,12.095301165950017,0.4418907128363685,0.9989798096504878
3.4582664295596572,12.25271860036014,0.2026310017070827,0.9992711782690833
3.9553042512873646,12.29420939930515,-0.1917145459411813,0.9996195869914193
3.403414429544445,11.442393051607269,-0.08845332969148245,0.9996897087055353
3.014494490996212,11.443066679673752,0.42054415503953635,0.9981381935633898
1.1129880482729166,11.609374615452026,0.17381270067065557,0.9995495707660926
1.3340812278655014,11.5800860229075,0.26991164929368594,0.9994348432780535
1.3340812278655014,11.5800860229075,0.26991164929368594,0.9994348432780535
2.2203116760480555,11.54257291547168,-0.0008422870340680788,0.9995697045880415
1.7614020621073456,11.862510512325084,0.008612526396699849,0.9991620067971152
1.537885247172855,12.074686709126931,0.4755034158175029,0.9988263172471125
1.0133817036356416,11.408115493411426,-1.1585978529325551,0.9991356159598389
1.5426429289934849,11.155743995686628,0.4116991008227693,0.9949867653335147
1.5757219573580958,11.2212488663824,0.8052916842562787,0.9964734928484512
1.05330563340162,11.656288478528268,-1.3535988815147206,0.9963058292342549
1.0403173532211003,10.938427405520954,-2.7952111924380674,0.9949899480115159
2.0768765762092496,11.782468031159326,-1.7840967909218897,0.9992905754598936
1.1272559760765148,10.681753833286479,-2.5201709412966764,0.9943467597285477
1.2052159521237515,10.885536660780229,-1.9963412721240026,0.9953030646709786
1.712784638766904,11.730279349356426,0.3267710280928,0.9987687326670006
1.8145426543760406,11.673059828495177,0.3933747915432839,0.9988375314026189
1.7019076487406242,11.25996484805668,-0.19640649301044988,0.9972714717624125
1.544012892624964,12.363758922430577,-0.5237601473132223,0.9997634466330888
1.5423820171683438,10.79982869125731,-0.2180908168672282,0.9843485915148317
1.5423820171683438,10.79982869125731,-0.2180908168672282,0.9843485915148317
1.1191551554273629,11.175587661020746,0.023677218556088064,0.9977931593310072
1.457023277913694,11.38461484607475,0.07703096559729161,0.9985024334500888
2.3787871999121215,10.99049727697304,0.18071546163655228,0.990887109908498
2.3886826081151504,11.074452231175659,-0.049131240497182205,0.9809843745946214
1.4490119000235397,11.727628438408658,0.07020758829936113,0.9986845730748275
1.1354384617222473,11.908123553452532,0.09248416698284245,0.9981713462216877
1.260586885304774,12.154966256337222,-0.2924818971753105,0.9981981548126999
1.5564422324472007,12.014231656881408,-0.12523689049687547,0.9991363372779188
1.5425619309464484,12.093210398989768,0.3620326512162926,0.9993960502705411
2.00939984517719,11.393280409340607,-0.7752217289147119,0.9996607278029902
2.435506455124004,11.72333370556846,0.6498837787014793,0.9999676051112121
2.75354467560643,11.547399095893221,-1.6678603354945274,0.9999657852926388
3.1919679283478892,11.519572527936853,-1.0155413317283895,0.9999646209570454
2.1317258474888936,11.127142267276584,1.6201792198940126,0.9999688123272541
1.592189669819423,11.69148575095401,-0.7348829702880408,0.9995242707727502
1.6823589074999776,11.318590024872684,0.5122223652481246,0.9995107147033895
1.8053803820001855,11.34944394512581,0.15011106364847748,0.9994132105852578
3.384245737862373,11.598964101581599,-0.958536739296278,0.9972682862928606
2.954296932815783,11.53863176410795,-0.061426546740442234,0.9959039390413136
0.990356065899161,11.875444247134162,0.04143483356041955,0.9991072369536136
2.5664366650083337,11.187185653763976,0.4640451453700223,0.9994478149176846
3.2237516954806313,11.205282016371484,-0.11006939052801101,0.9994932420675576
1.2364574762627887,11.261964799288439,-0.0511321062096286,0.9990226546242683
1.3651269736492992,11.215596915604628,-0.7825469303903567,0.9988315801918172
1.2517180700535326,11.960978168692815,0.07426398821818836,0.9925531755304731
1.3095541235842554,11.581588449086839,-1.9171597101609414,0.9979549342288553
1.1502776848678329,11.61792382140781,0.1664654730690387,0.997172547843108
2.017995223887334,11.557269485519498,0.030160829470002426,0.995107473421102
2.6509783033832184,11.080648588558686,-0.05590845226655716,0.9989132911285049
3.0668189131213355,10.571377525491048,0.08739927057477814,0.999464724704835
2.727867962667221,10.667794832341533,0.20221829328789198,0.9996390071902304
1.2805896948442452,10.836796897190903,-0.25345647570171437,0.9995750018496988
1.0307370526654993,10.983918910379721,-0.2734467554571509,0.9997039112223122
2.0875280510954,11.733691496631815,0.37354494844407427,0.9966966684190679
1.4971627105688772,10.911545358101835,-0.15308690881843745,0.9960956927146102
1.985442705542906,12.007011383776192,0.14112643248228807,0.995636185057176
1.8231872938096194,12.20668791088036,-0.05721207020375729,0.9951638046992519
1.6479536989065136,11.946846224097575,-0.4393644794724203,0.9954855525398276
