parameters,ess,rhat,ess_per_sec
a,2325.359382718129,1.000875991865929,182.36682477594925
k,2226.606301763566,1.002544848361241,174.62209252321907
s0,3445.1613378824504,1.0024931180921997,270.18754120323507
σ,2087.041678808043,1.0031946527021085,163.67670604721536
