parameters,ess,rhat,ess_per_sec
a,3113.686206095097,1.0009490170675424,39.82714512784723
b,3608.9232377965573,1.0007778387313868,46.161719593202314
c,4122.119417968501,1.0010443609357165,52.7260094393515
σ,3791.2177506615,1.0006004459622722,48.493447821201066
