parameters,ess,rhat,ess_per_sec
a,4128.3134886313655,1.0009000290941226,184.33262585423137
σm,3613.9373349404304,1.0008632322050846,161.36530339973345
μ,3994.420487970745,1.0000939644362121,178.35419217586823
σ,4790.950307254293,1.0002893637449874,213.9199101292326
