parameters,ess,rhat,ess_per_sec
a,2802.1653291850535,1.0012344591373343,69.13293684615137
b,2092.454492145226,1.0021098762587062,51.62347944009144
σ,2422.555538162392,1.0015167321794864,59.767486693864065
