parameters,ess,rhat,ess_per_sec
a,5742.7932263351795,1.0004430937662772,316.564314334115
b,4649.068207499867,1.0006955490482534,256.2740867372178
σ,5152.874765087978,1.0007473182871565,284.0457948893654
