a,k,s0,σ
1.523082299322026,1.2621960640578855,3.6169118348456997,0.030254715929435873
1.4430688328927914,1.2644805589789079,3.50339577197621,0.03106391390195352
1.4886032714272257,1.2921789307828033,3.6251828487675386,0.039220745000423725
2.9925776548647254,1.285660470841958,4.401688819264957,0.03351225234798503
1.3916982472790371,1.277793959503608,3.7756881572478123,0.025306692856256193
1.0126616525993997,1.2924640055449856,3.1997888980547806,0.02568207451716832
1.0929659949184478,1.2805131286295257,3.2530317883396522,0.0334316030641031
1.5747418603462102,1.2978852324654047,3.956363180293829,0.0357818050481419
1.4238447681290554,1.2964647837598122,3.801592937127914,0.03341949665541619
1.4737960257943115,1.2885637995504702,4.068644246309223,0.041123791431490954
1.4383826350843507,1.2884689432619774,4.0782473522361204,0.04112510738742081
1.6658063892924586,1.2907940414294585,3.767497226165536,0.041409048437885926
1.7921935366084976,1.293169334115909,3.5631296796209075,0.04025394499964045
1.690246856552008,1.2946607309681641,3.504560217960156,0.039712830160330864
1.5977207569910077,1.2941136589399875,3.6820226370503266,0.03899223706134881
1.5465889524389957,1.2948137109882794,3.981874532579419,0.038486285867076336
2.0814260643283475,1.296087787558244,4.238307193061683,0.03427657847892393
1.696345702540806,1.2847384053396804,4.016423967740829,0.031018067756195693
2.3784840830502074,1.2857875232362208,4.250173008708389,0.03010894567752619
3.0762786200874053,1.296644875965073,4.414835300167189,0.03622770137910705
2.4564547302127586,1.287914694819582,4.328577874550131,0.024429752486348866
3.791878711950276,1.3034329689238007,4.54836431405863,0.03781559939607062
3.4151028396123913,1.3044426478013815,4.527091409281627,0.03742043726097269
2.561561637926181,1.2653208965420826,4.234899567942043,0.03450617980839213
1.9104646965961292,1.2661950301006517,4.1381987304241665,0.03713038969954682
1.9654082195179536,1.3093827820473418,4.079105784170314,0.02988971741677669
2.8960486143200637,1.2990904276781214,4.3347328035089605,0.0350457433001676
2.7189554980863075,1.2956300177838016,4.295479074104671,0.031306320550121745
2.9495943850011317,1.2945029225630793,4.372802003226071,0.031035854876442306
1.1392303661954128,1.3030223544747284,3.431563095339935,0.030329222336610402
4.154835526746123,1.2751435853711812,4.560189856753174,0.027055008652367964
4.521022180863284,1.2708274779990711,4.668050830131811,0.0272620141598754
4.521022180863284,1.2708274779990711,4.668050830131811,0.0272620141598754
4.521022180863284,1.2708274779990711,4.668050830131811,0.0272620141598754
4.682805607651721,1.2707811120796975,4.631663132537515,0.027454913593695226
4.975848943258129,1.2709589019981755,4.624468245560501,0.027219980121344505
4.975848943258129,1.2709589019981755,4.624468245560501,0.027219980121344505
4.897960850653494,1.2728614990853784,4.65409730049251,0.02763314112985826
4.897960850653494,1.2728614990853784,4.65409730049251,0.02763314112985826
4.60287885753041,1.2729118099022596,4.6313098466270155,0.02801214438037742
4.51925701704008,1.2749809130645817,4.571589988186284,0.028292289824141618
4.51925701704008,1.2749809130645817,4.571589988186284,0.028292289824141618
4.618192257441802,1.276461003872651,4.6564935918585935,0.028345232131962547
4.210036380245005,1.2779576048745787,4.639255430774902,0.028529715976982985
3.271551213278599,1.277321425227677,4.524990314139952,0.0292770593420066
2.695731483122966,1.2715574643677872,4.349403061836188,0.02796894654598187
2.366490072763013,1.2739220146053933,4.210325115291546,0.028441679739905613
2.3139705766931264,1.2843648763279552,4.211026124484318,0.035419658859632934
2.886599770133399,1.2637803187844772,4.389296332390096,0.0360332108829155
1.4715611444915355,1.2791523611263838,3.84085214026841,0.03326853243689283
0.9898569311043265,1.2779461701534314,3.3294355451796593,0.02900362579520258
0.8302472792774941,1.2755091808476282,2.9845439333135726,0.032859222215372054
2.8691057813792407,1.3007811102193145,4.50247080550912,0.02896654475272345
2.17334018870334,1.3029625625106163,4.332391487923331,0.026944070416383557
1.25976873525139,1.29082831510416,3.80107231869396,0.02625498187667195
2.258151595525996,1.287096063996494,4.091291719137809,0.030201099183315594
2.182239973377066,1.2908649705464739,4.099139553407685,0.036049390628029025
