a,σm,µ,σ
0.319293771445965,18.29867334993942,29.30520264718481,0.002424413264446139
0.2986295010256108,16.16353559359919,29.549186240206446,0.002476184350570607
0.28212995664875834,16.225004729465663,29.177528695021884,0.002391041074726936
0.2725123559288147,16.600159280574996,29.960006786032253,0.0024456788518915275
0.2725123559288147,16.600159280574996,29.960006786032253,0.0024456788518915275
0.2805042339023901,14.547036075608576,29.92380256605939,0.002422408178451674
0.2977662838933251,15.462898193975947,29.64050070672932,0.0024574151867645623
0.2765707392456567,15.242293944382196,29.833949896647802,0.0025044611285062164
0.2545730958846186,14.321050164982445,29.261653219794486,0.0024720773725810585
0.321106230194013,19.133326820796356,28.630354601689337,0.002246043123018488
0.35407829273206315,21.536037559689486,30.212783617128494,0.002067815671217031
0.35407829273206315,21.536037559689486,30.212783617128494,0.002067815671217031
0.35341826189213577,21.515423898978515,30.254941577750444,0.0021184990217190513
0.36507498440240294,21.435977199239108,30.160638015933735,0.0021383541116955598
0.36131406737526456,24.11082288351148,30.396023614044495,0.0021915066104487477
0.3504196848258621,23.906521359307717,29.926580400597377,0.0021212907729120946
0.26697324050577437,17.857155613472653,30.92815402029825,0.0019305997519897104
0.3255059098598398,19.679469847807063,22.826237384581542,0.0017126623462411382
0.3060401316882637,19.258355794430404,29.446550427779293,0.0023312258129632828
0.3099165289490476,20.20808993810552,30.573740200385412,0.00233355401161282
0.3065322614057653,20.394151338382144,30.302393194103395,0.0023565644884831747
0.3065322614057653,20.394151338382144,30.302393194103395,0.0023565644884831747
0.38523559044017336,17.78322329237958,30.013143731931766,0.002027023685495828
0.23534845344310018,21.113928718816254,30.065953518703033,0.0018639167436027685
0.2525746807485179,20.080814136496535,30.126745736349605,0.001885973778142981
0.247221698456142,19.103610792352278,29.83861296088151,0.001852829479713383
0.2479017661202592,20.116401310375956,29.870116933133303,0.0017968389598222829
0.3642596278953841,22.34929928216388,29.37578023040208,0.0020336086705629213
0.34226431795443274,19.53711501369507,30.45248859921128,0.0017410894626215812
0.4022200141668435,21.235181521945986,29.815371304453492,0.0016696874409396227
0.3807581150437568,20.898928371157346,30.4089027613594,0.0016327121074276468
0.3865387573586423,20.74734886188403,30.278419317533217,0.001614079726351304
0.4004932850808746,19.89411868202628,28.57843139619101,0.0017330025749661847
0.3119219442372649,19.8066679099225,30.1960680283251,0.0019848937540307837
0.30042910317123034,20.03156942740523,29.948530243025324,0.0020467155202097934
0.1974978486199625,12.645571002564429,29.464386880707604,0.0021162932681320764
0.24575807237385855,17.433861810427793,29.44572424696069,0.00212711839988412
0.32312823666556795,16.34562597603947,30.041701572171608,0.0026946312553078884
0.30260215229835197,16.812910887204996,30.489476849723737,0.0025391565578806027
0.24747677924656472,15.517536051586367,27.99730241458161,0.002151069091920037
0.260808735892818,14.314913516222104,26.864510290017684,0.0024056204379742777
0.24863859488298398,14.293228066598543,19.046844744834853,0.0024486453452011074
0.1876185412017439,13.36687229649426,25.84018453272084,0.0027044035198476577
0.2864241521061931,18.0149595523035,16.493254210043894,0.0016272065658245265
0.2908078844184175,18.108247231567088,22.577828298293028,0.0019016112930530982
0.32303765349854774,15.263910977364763,18.65002552016881,0.001815020133310525
0.33788011085826036,17.923799391398042,29.00585874032172,0.0018803235142293689
0.32637714788610916,19.054532708769784,30.399283783738266,0.0017834794976926338
0.2600132420108816,19.386295093245536,29.89256664287376,0.0016397641238531776
0.2637254827617197,19.396792230642085,29.729537957664853,0.0016236231533655937
0.321186865603026,19.235971125796684,29.730244618399617,0.001726368789857652
0.38337372323721286,19.838070943674445,30.28909725831788,0.0019796991768287124
0.3598953264563513,20.31406228444832,29.469879953542137,0.0020063033059062297
0.3661564567385373,21.15105014310221,29.14209970146398,0.0017506416709269894
0.3355897977925077,22.248838881016166,29.63950553303812,0.0017621719562877826
0.4138074220430625,22.105040647060928,26.088689280155684,0.0017745623639431375
