parameters,ess,rhat,ess_per_sec
a,2792.4034517005857,1.0016237945922175,7.176275074015424
b,2278.018526537336,1.001929934420703,5.854342989076101
c,1490.6787494804498,1.0020712313220752,3.8309366602258708
σ,890.2828361787634,1.0146268458262528,2.2879625514724746
