parameters,ess,rhat,ess_per_sec
a,1811.751330733346,1.0063710354088076,11.327693702221746
k,985.6444813832817,1.0065601274082567,6.162588979512828
s0,1085.7276761903365,1.0097278921986246,6.788343605041494
σ,154.86743540882563,1.0138832371682562,0.9682845780219184
