parameters,ess,rhat,ess_per_sec
a,3654.6210425734207,1.0017845889002912,46.59545143719379
b,3235.6386389795134,1.0016001110303885,41.25353663610359
σ,3742.5612309186063,1.000161634845503,47.71666557340158
