parameters,ess,rhat,ess_per_sec
a,2273.709403126783,1.0020607635189707,183.03891508024336
σm,2433.9505754060615,1.0023341284695528,195.93870354259067
μ,1982.816650720924,1.0021213261208497,159.62136940274704
σ,2528.450591666297,1.0011159755076722,203.54617546822547
