a,b,c,σ
3.0866421710413197,0.3756489259799897,2.5292778728027225,0.9953603670747803
4.034718747474247,0.32908581174872187,1.3236593610321696,0.9940711204111857
4.534838894146699,0.30398142572121056,1.1223109721367628,0.9853629827240069
2.55370649315235,0.44237457218947596,2.4181863418468117,0.9066288208029359
2.045692794640712,0.44489217627912725,3.2216069931301767,0.7419133925969645
3.367015488917347,0.34561605113309324,1.65022565146375,0.9218908100386252
3.2917529480337806,0.33293108707384494,2.424928419771991,0.8263044033295114
4.155093466633252,0.2837166017805673,1.763380261837995,0.9562692752180711
4.1508047562352175,0.29801124113723654,1.7320570852166515,0.947698999379801
3.727373251756917,0.3536593655952143,1.0575969989448926,0.7417895915441276
3.4007327719471543,0.3430967821571173,2.3612827097118707,0.774656095993895
3.064629482251615,0.36160783799989815,3.1637601906671113,0.8300858056599024
2.9302546389998065,0.3999440436455797,1.5315728330027678,0.8493613423339619
3.676173547303242,0.34706626402456275,1.7333036521472351,0.8429738344842294
3.4049689761057613,0.3392341648977519,2.711583410937598,0.859984627966074
3.129100240224526,0.3844177738682055,2.0423994809811026,0.7194869686060029
3.7431766971611538,0.33266104203153335,2.103930866567235,0.9218078468673543
3.052176536843408,0.3694102666776515,2.107841330143379,0.8068897372710632
3.360198480127569,0.3466073557298959,1.9136054019257722,0.6990644931673239
2.9689108835371734,0.3901869584283911,2.1251423876662283,0.709297709726364
2.8183261918333558,0.4073647994868849,2.0659079555407347,0.7072385145399744
3.2893121772909146,0.3556324433181139,2.336405707269479,0.8460136318630689
3.0587619967060142,0.37527893872183155,2.2909690264055076,0.8083363556851783
2.703685800399744,0.37446610884071113,3.350299014224218,0.837098042708336
2.892004871593314,0.4078214572675305,1.7751524611079668,0.7567420763300574
3.2490249739695223,0.3680781870070975,2.053063600280595,0.9434269145697146
4.0243657391682355,0.31837912786587425,1.3593240736268812,0.8452335625803813
3.698882976603873,0.32525924618955915,1.837419516764293,0.8076158325077696
3.2236256929971936,0.38029517249688405,1.2873524645414955,0.737825473418979
3.1405240500681675,0.39847391703597784,1.452620049557673,0.6445214074047133
4.14074355647997,0.31464730011276987,1.5499890783129318,0.8149866093927495
4.121314938929503,0.31613464460606894,1.475454872834809,0.8291127933692977
3.7214267426064214,0.30805481720770544,2.7671845944247893,0.8050869733356797
3.5357297541425368,0.3561034421918333,1.1359894708483227,0.7642668323922496
4.802443735320912,0.28577536952200344,1.3714437113011726,0.9781482266955038
5.038710089972814,0.23988744221095823,1.1358772203059382,0.8257857110433076
5.3990703440396475,0.24125570498644688,1.1326239022031817,0.8297999193183877
2.7936983211738395,0.4164032850455511,1.2649260525153188,0.9050086538707618
3.140764715561367,0.37217058517272245,1.9463496482577356,0.8244043837143592
3.2127090969841503,0.36686000177808237,1.833401645720322,0.6605037208474922
2.4971286703419295,0.44619508874388875,1.7160979856836904,0.932602744625782
2.4971286703419295,0.44619508874388875,1.7160979856836904,0.932602744625782
2.3987989332185835,0.36517334882444275,4.566595101879578,0.92681543263111
4.039662909372621,0.3132620429523602,1.123811716664568,0.9581245032556378
3.6046755563604265,0.3547874396350623,1.555362611178932,0.7607622105413067
4.4640241165331656,0.2855186915406179,1.6056666116332488,0.9673916951140905
4.358917785068624,0.2970538590831441,1.7294907156109793,0.9836523316638507
3.3228191976090224,0.360843062188904,1.5206874390436473,0.6505610101546592
3.0803524515704814,0.3691029270562475,2.290778984868501,0.9680261641963899
3.0853359784153973,0.375039371156705,2.050847652658576,0.9623741032662962
3.589166707814014,0.34136805922860114,1.8048330478042904,0.9425551947895346
3.5850154383932185,0.2947499175198554,2.785413069662958,0.8815088392282422
2.699015504386936,0.35558503206947967,3.8171767281786155,0.7942921989545367
3.475995754789374,0.35138408154426154,1.950176701169326,0.9898945601279471
3.769241945597496,0.29987465652858686,2.3314974902784655,0.6266067245150189
4.291709412229075,0.2799481869031214,1.7892892141309802,0.9574690297117477
3.7157641512669395,0.35631149818285374,1.0946459069534205,0.9629301817043384
3.6018271763288747,0.3538949538486348,1.1340459357644421,0.9683967686125164
3.635006768921041,0.35665510010580137,1.2611002537689604,0.958848002837552
2.3037799518256623,0.383635296920132,4.769277972945784,0.8637346274571188
2.764557226042434,0.40000859887020607,2.260781945804929,0.9488576198391953
2.8765243002818677,0.41319906888480634,2.2250807518116558,0.8850404397268071
4.165849255339523,0.32582447873981235,1.0916385679868263,0.8412770274896808
3.69488697605775,0.3512167649588886,1.1102601447830847,0.7232725448549927
4.345975774003575,0.2982149882816207,1.1499116128927318,0.6879295845529031
3.1781354378426228,0.40304611976599675,1.254921154093368,0.9323081469267234
3.2867308331057266,0.36098695071268694,1.9164493250668755,0.8033711591646348
1.566757854839834,0.5434674917907529,3.3060396901569287,0.806694314265424
1.5243902785967656,0.5265859938765103,5.021163034260818,0.8921221122466441
1.6045139597569538,0.5586974383854555,3.2692675299237393,0.9215798317478692
1.507087678893999,0.5041178330466569,4.53905243521924,0.6185487684953365
1.5405721349114145,0.5288967597509133,4.2968285011849385,0.7070436780922462
1.5508347947580448,0.5261121132277723,3.670917678026575,0.7258345841267069
1.9218574070616388,0.46969598204029744,4.109951685182118,0.7446089342014035
5.258502155419649,0.20881574442713619,1.753818723723212,0.9279364085378616
5.17854830105024,0.23601183796743064,1.385372439018521,0.8633908892859727
4.453696315076678,0.2877416579649592,1.2436989234745373,0.9342183436099968
3.676104861161389,0.36328324436123377,1.393792792608416,0.8709539252454711
3.44819576333812,0.3623454578025327,1.5078948471556786,0.8355045226271832
3.7866278496803765,0.31656549988538907,2.0150732545728056,0.813839693055813
3.9861552773478413,0.3095337546565685,1.9084630592298089,0.8663929461965071
3.952024962435379,0.29932456326744866,2.0734879923756067,0.9847420877861142
4.694664895271178,0.2250564356839962,2.305238965911976,0.8832889059224123
2.795644702408043,0.41318827506030376,1.6363833874409788,0.6779535128728563
2.8252062418461503,0.40385198075592205,1.7920262638499658,0.6852163642813629
2.6652793224914437,0.3611671884142774,4.2288045012591855,0.9176443976216607
2.8465604058295515,0.4081306433474223,1.6267403444588402,0.9917074894500458
2.604868036506553,0.4490300439085799,1.403793191499485,0.987345048103455
3.3191745596618074,0.38359235541741415,1.4274893852515103,0.8904129349134735
3.679303414205532,0.35717157418300893,1.3539970377448007,0.9215803249302025
3.474212755527323,0.34903049439381845,1.4826790263803065,0.9659232834687559
3.1319898432889106,0.3590829237801449,1.9787335568513813,0.7323844494970366
3.269946017833138,0.3763285847346193,2.0662745258631445,0.7285036166499069
3.1273934805066963,0.3764844953448495,2.5102256471158504,0.7270318140127557
2.833405830599361,0.40365377519070145,1.7294194536487677,0.9658256356956679
2.9997048177539445,0.40660624800971157,1.9608021524127683,0.9767347111710319
3.0582883814304487,0.36215936896668943,2.3595111734164007,0.9800677543236684
3.0267037243300337,0.353690443907903,2.4420710052430685,0.9791287557926226
3.334031900326086,0.34503755766697813,2.499095395583119,0.9397406556144123
3.190217240829436,0.3346446823541131,2.3800696615845114,0.9368414380894193
3.364324143421378,0.34058485322848703,2.6156927116753894,0.9395676095390634
3.1034782830873353,0.3851682053635962,1.987226406658615,0.9840849559189618
4.246793969983346,0.2829496223188394,2.0659793007321365,0.9976830997373879
4.254255874406863,0.2985926160246593,2.0253881347716645,0.9974716923424333
2.9122138956240695,0.401838513188927,2.1959987817489965,0.9627558776241412
2.736239976718332,0.39929924361072155,2.855470866517924,0.9608906592459924
3.5136689067213727,0.34046565657625444,2.3160999954332038,0.8920531458832182
3.8336555046670697,0.3294360404774831,1.84089996479698,0.8994687891315322
3.071286548452066,0.37725887271772496,2.11240075129059,0.9480883067918106
2.3007508366146716,0.49172422276182914,1.397109483672103,0.9424851187168979
2.070682178879051,0.4738472878604856,3.63254041972433,0.9840713275955297
3.1272083267927693,0.3873628943803641,2.216512306461482,0.8013758602801985
3.1691361830211635,0.39308902698741666,1.6358815856691908,0.871647167578469
3.466447763480729,0.3270538600687483,2.2397738590157927,0.9159841584007967
3.3219421207272113,0.36273746989640854,1.3205693462564092,0.8634189639195571
4.42535775581106,0.2565723743007531,1.8103230756165432,0.8485182882715121
4.829979917240758,0.2513654972935272,1.6981790496860385,0.7711704800720697
2.948330013561417,0.39834871856745224,1.8643552022846452,0.9188340773717402
3.280005115218504,0.3615533232848988,1.5816721489463321,0.9891194273830697
3.3345067010365916,0.35109318388911814,1.8034541555065955,0.9944883077277946
3.7370630682632258,0.3494339251815062,1.0847433652919205,0.7878159281378954
3.629042101115393,0.3615176712657723,1.0838172444150374,0.9272499462199656
3.797596708698287,0.3363861742628356,1.0649275454890332,0.660724759542342
3.593286703333206,0.35332753798342087,1.5999843646416636,0.8731285022954249
2.7257335579218442,0.3992814445390258,2.748505672450032,0.6922630320264309
3.058486252430222,0.39096890694156106,1.613234452095773,0.8335530377103328
3.4023407371564782,0.35998733391634885,1.832748975382934,0.6605407134238309
3.289978955410952,0.34829932963521526,2.187868064107878,0.6588671077209948
3.422792365753545,0.3570662950883326,2.0827593568401466,0.951441518972621
3.28740593990105,0.34355019639744644,1.9794021098679262,0.9300942416656455
3.564739697368104,0.32468844771097005,1.5609119759622019,0.8950481327023365
5.106704429064641,0.20691053932626433,1.7055226729431943,0.9310481200233501
3.4860207638732175,0.31704360332294285,2.4440741942534334,0.8843671721502542
3.5233718993580294,0.33201577341288074,1.902440823185598,0.7514165120480266
3.4756179622424166,0.36336886188808387,1.751947381134502,0.7921574845442629
3.8548128704613025,0.29146522341230746,2.236136460273949,0.9697427608553558
3.2724519837698147,0.3674588458752335,1.9245736517058958,0.9733560381422504
3.4566135685897583,0.3406592506585942,2.464544542152847,0.7874073169326001
3.1905157754845255,0.34138894609268183,2.1373319637241144,0.799046471105301
3.1696627253988487,0.3968465690545156,1.4771816206672235,0.718199233708745
3.4198596018795975,0.37347979935507636,1.5347043647945933,0.6950251538034439
2.87523155823788,0.4030745835302643,2.430885644593671,0.9876272020069228
3.0262028563391095,0.3949942983966931,2.203277639485466,0.9862504235077543
3.18719216776196,0.34199255227997893,3.0136522103910934,0.9754162769740409
4.306586918923341,0.28738551057129996,1.941259889381535,0.9987184545617446
3.55554191942123,0.3198614072772002,2.3259923400122484,0.9994457687012329
2.9907664092853556,0.376935592171434,1.8382280775883144,0.9887703649769609
2.9548787964937966,0.3660877314342291,2.424427809883526,0.9991282810217981
2.166063382649698,0.45415390319920873,3.6898231330888684,0.9991208693593161
2.0440099988395533,0.4505892416344187,3.333227763921851,0.9984171196264087
3.899081812919298,0.31092444076572245,1.7004500135630432,0.9519019972858229
3.5483143579235654,0.3414324172674117,2.0315489077393805,0.7721298583015495
3.8727550509067807,0.3422963366258519,1.3485532338628725,0.9288733985027289
3.521344908126761,0.33688004807768407,1.4418102031994513,0.9068500479075794
3.662724924152602,0.3295934857392768,1.4460072851850154,0.8982127641683899
3.182999198632576,0.3680146961138943,1.4160274398011865,0.9347890564983438
4.114173269885351,0.31250937336860163,1.3210762507420997,0.7005684428540778
4.357835760503804,0.306844476919648,1.3248010949158942,0.915857220953241
4.344115544809798,0.2824589319037583,1.5326852089876886,0.9689519172349168
4.359470297844831,0.27733889447855675,1.577997762992001,0.9571075204932007
4.513892045566306,0.26941893274083356,1.4387991696453524,0.9914614895513254
4.559798225203869,0.2743370282147341,1.2992649283158364,0.9501110939734041
3.251126021178906,0.36929491331018677,1.9768283465234513,0.6630278671642051
2.911091017454704,0.35599626001257473,2.895497540058108,0.9140543216444419
3.5147926481845286,0.347450717647878,1.341764533294297,0.8655447570568883
3.4312647208929614,0.361676993982651,1.70764422900745,0.9833427136936954
5.1592636750913075,0.22825158345021873,1.6301431276403893,0.8275909929935238
2.39805703566273,0.46972700003563667,1.9865176910969309,0.9731912484882764
2.338635613690474,0.39340726044254376,4.460744115471289,0.9709694697481818
2.8235868602947782,0.42273201019692763,1.954856545540713,0.9988675363727518
2.9523709554938713,0.3568115107173336,3.257810476132709,0.9998644543846847
2.330149829100333,0.46972150199685175,1.883109688125519,0.9913860954935427
4.167406764469691,0.30556427489045435,1.2248197066165905,0.9386493966591402
3.3061764188516887,0.3350456796762602,2.4767941708073145,0.8598322738199944
3.1250652346062546,0.35169655625989715,2.607657620348869,0.9335640950814799
4.124313237017848,0.3051933909631559,1.2680810907617432,0.7498015572490985
3.9517102772321295,0.33209126612812506,1.2950147060844235,0.8318147753850665
4.717876128528175,0.24376323620575624,2.2534413273809295,0.9713503147994266
4.629186056011959,0.24358474822400175,2.225621262131126,0.9708523570565267
4.078307294333075,0.32005164337509656,1.2511194705507256,0.871260089135471
4.3812151485573825,0.3085034542970121,1.171058261191456,0.9077870357374171
3.0067256565190905,0.3363647828961692,3.71627756878291,0.9240067295329857
2.8504446670632655,0.4150438128673424,1.613212461751754,0.8300208466075597
2.210047166021173,0.45091697226069183,3.0663267983300004,0.758467702336787
2.6462120504274607,0.3998571778426991,2.620577452637633,0.7511814865341843
3.7779568536711365,0.3131255597041588,2.166258685075821,0.8717509362212733
2.6667213480212766,0.43273172229049056,1.8029520210822017,0.7569897288807682
2.849313612158812,0.39872030181786505,2.466846590994649,0.6554230740980942
2.5790916030404514,0.40159452705153514,2.9214545534687835,0.9632734348526056
2.8586498187292753,0.40128611581421436,2.4416710038203044,0.9907397736117849
3.5871585286468974,0.3564636126696915,2.1295642633578953,0.9897467598393195
3.3758231601172355,0.3646202297752406,1.4815173569503826,0.9946629973622918
3.835082422880703,0.3136041789476651,1.3909358696081462,0.9956337923200375
2.63114879136494,0.41848360800489864,2.8565406674107545,0.9994989663982483
4.245077879736613,0.2796552946533401,2.078663377752048,0.9984909465764392
2.834334152140711,0.41481176778025314,2.0144355451716254,0.9997811201073021
3.255053125703938,0.35113919941143457,1.7425524894278106,0.9998023598013578
