a,b,c,σ
6.407766015741057e-5,-0.0029462009675187417,0.030638842811219712,0.002040850867315281
6.634897103170723e-5,-0.0028658296219363777,0.02932147351450513,0.002159990551686751
7.107465194453044e-5,-0.003209492515960699,0.03227486223868781,0.0021028535381911934
7.852586519931093e-5,-0.003566015498937869,0.03600135973809633,0.0017077924576732635
7.519166460011328e-5,-0.003330708445302033,0.03293576801750465,0.002136357681372937
6.808209598001269e-5,-0.0030445032060657518,0.0318603850656649,0.002142673080212297
6.409487706827977e-5,-0.002953582751146433,0.03140874063438676,0.002009591422806638
6.82477363040529e-5,-0.003086953068284881,0.031641100263087515,0.001997644654190246
6.491878884168356e-5,-0.00291322557194329,0.03133117655938675,0.0018295747596381014
7.154365181515077e-5,-0.0032288185735467323,0.033263145163913446,0.0016654661993441287
6.626204575517491e-5,-0.003073969999185522,0.0334336143589762,0.001667893744755618
6.404001080141664e-5,-0.0029099874166687023,0.031531247938074436,0.0019761953994127824
6.200688229554552e-5,-0.002822757607746862,0.03065861346641831,0.001902274637586266
6.475999557080392e-5,-0.002887515434642385,0.02904321435254451,0.0017978052352916269
6.402284343508258e-5,-0.0028767466220327442,0.029073453559440257,0.0017928256111084512
6.718036585726117e-5,-0.0030749034183663593,0.03178625967979922,0.0022472191994667256
6.32766619058367e-5,-0.00276688284387383,0.029685634868304105,0.002050514090789471
5.543982545197501e-5,-0.002611241255410235,0.029756409066426837,0.0020449720985270736
5.9219638982796474e-5,-0.0026858869167023514,0.028067196047771723,0.002305635563906943
5.873785925120112e-5,-0.002646705333217314,0.02812814239671116,0.0023106559631568897
5.759717600034575e-5,-0.002595005456871524,0.02755544536619611,0.002267235091208154
5.972961430728008e-5,-0.002620268535861614,0.027298866662459235,0.00233065159813768
6.641610736647652e-5,-0.003025868314081581,0.03169491055140251,0.0018949879627433198
5.9625000141241835e-5,-0.002568332548433361,0.028359902792274468,0.0018726177476099666
7.057894974406287e-5,-0.003075711636398637,0.032433402295459685,0.0023893368519880675
6.125225378890431e-5,-0.0027460467992677096,0.029561340172049196,0.002177017185882247
6.820244665001196e-5,-0.0031058816309079695,0.031589442102515894,0.0017892322354669428
6.11661056803825e-5,-0.0027374097799321984,0.028760548608344417,0.0016250266734994785
7.13560291359383e-5,-0.0032968620142264093,0.03415420804704408,0.001703924830592176
6.730934377950637e-5,-0.0030899635952470472,0.033583056233582737,0.0016590516906515784
6.734178035726346e-5,-0.003101192021941701,0.03322131522731091,0.0016190231237145272
7.241248625169949e-5,-0.003333594646251159,0.03594568821733092,0.001974601052538975
6.762672768380329e-5,-0.0031549663247887327,0.03408509649274074,0.0017992724522737495
6.755707984497372e-5,-0.0031736629239214054,0.03454575530140551,0.0023666317591760117
6.463255712180205e-5,-0.0029935225687025557,0.032466650304620315,0.0014213022962375338
6.204719431296413e-5,-0.002863430352080476,0.03245967235724914,0.0014177628136630511
6.151578077358277e-5,-0.0028903936604249836,0.03246748056238146,0.0014194862653448654
6.895114670364688e-5,-0.0031737412005685695,0.03244390065001457,0.001414137676228247
8.080444671741682e-5,-0.003703555431274097,0.03875295761692335,0.001629868608429788
7.646586316073511e-5,-0.0035498327472365254,0.038026559698777905,0.0016157036296311402
8.529145711587416e-5,-0.003855524085288442,0.03770968916375974,0.0016526720647268905
8.473382900454907e-5,-0.003872230106265473,0.03772942338057115,0.0016590450223957316
5.924139461251088e-5,-0.0026380916492065865,0.027899017942212428,0.001901919816986954
6.0291660168590444e-5,-0.002679845046533069,0.028167700487863673,0.0019380885040427534
6.355999402822554e-5,-0.0028509601786039784,0.030063837865714968,0.001879007129573513
6.0975505552882114e-5,-0.0027673570899686695,0.030027660444483677,0.0018312632841488933
6.5038748074564e-5,-0.0029842424049160154,0.032185785141421445,0.0022130647789834522
6.148272165731883e-5,-0.0027723629967704166,0.029953502597205514,0.0020497881989672735
6.521151425609162e-5,-0.0029722636321178886,0.02997204434313296,0.0021074002922558902
5.689342144436782e-5,-0.002619023957367572,0.030011469724970128,0.0021818085676531657
8.177471141300463e-5,-0.0037319022422397374,0.038309505210148344,0.001789581121284613
6.948032637422996e-5,-0.0031423342172243185,0.03306104111120285,0.0019312481594800153
6.765065391811653e-5,-0.0030996376600491704,0.03303289136297482,0.001886675320167258
7.012826804997374e-5,-0.00315332574627214,0.03335087007909575,0.0018341464412486355
6.865565258394601e-5,-0.00315819955928176,0.033063867993942044,0.0017779898190895971
6.21283539027212e-5,-0.0028326191610281715,0.03129558365096837,0.0020590349275118494
6.16882703121241e-5,-0.0028083728898691263,0.03119609954031153,0.002751741641436909
