parameters,ess,rhat,ess_per_sec
a,2532.443302060011,1.0012774318436104,329.9600393563532
b,2666.490950931221,1.0014103909573449,347.42553106595716
c,2818.9352803224333,1.0025698906977412,367.2879844068317
σ,2568.8612632167615,1.000914132836636,334.7050505819885
