parameters,ess,rhat,ess_per_sec
a,3745.2244976887296,1.00015481263414,203.45635037422477
b,3514.0092041259268,1.0002097105334276,190.8957629360021
c,3336.690880629279,1.0005222454355505,181.2630856491351
σ,2778.615374563352,1.0011440787371284,150.94607641043848
