parameters,ess,rhat,ess_per_sec
a,3587.7867739900157,1.000797768165493,183.54667079296135
k,2739.1405776669853,1.0007597643703094,140.13099594142247
s0,2097.669216398113,1.002667738135997,107.31412576856361
σ,2569.189218835781,1.0011153957654422,131.4364976127171
