parameters,ess,rhat,ess_per_sec
a,2470.4407540688226,1.0009108062476202,240.0350518916462
k,1995.797224196447,1.0025390181546434,193.9173362025308
s0,2336.6574640214963,1.0019104078465513,227.03628682680687
σ,1696.995304513011,1.0017240591301257,164.88489161611068
