parameters,ess,rhat,ess_per_sec
a,3176.789511923999,1.001131420980697,278.59243286187836
k,3022.772806077268,1.0006829707793012,265.08574989715584
s0,3597.7299936014388,1.0002252079493983,315.5073220732648
σ,2738.156210549639,1.0007554567925587,240.12595023674814
