parameters,ess,rhat,ess_per_sec
a,2874.160435332268,1.000839040105477,156.23833634117568
b,2810.7798553384164,1.000974237939629,152.79299061417788
c,4414.24991695886,1.0005529959867245,239.95705136762666
σ,3895.687191976598,1.000682828679941,211.76816655667525
