parameters,ess,rhat,ess_per_sec
a,2909.7537290945006,1.000701762349513,11.088366629554333
b,2642.438460281769,1.0006276383899233,10.069692892105135
c,2685.828466384041,1.00117431539276,10.235041694964238
σ,1747.977184447092,1.0010807625184812,6.6611176359853355
