parameters,ess,rhat,ess_per_sec
a,1827.9039867016552,1.0026458423761377,36.160316255225624
b,1728.194659961538,1.0028159377801373,34.18782710111846
c,1789.2899220043575,1.0024217159449431,35.39643762619897
σ,2399.060818809092,1.0006771190038066,47.459165555076005
