a,σm,µ,σ
783.3926212906467,23.10447602516457,30.10515185165243,0.9266583267794557
681.169982229281,19.55085861114261,30.062509609605996,0.7118057865864273
758.5668164296178,19.499533723845303,29.876146697667735,0.5851758518703605
736.8419093503408,21.458107065368594,30.19630424552559,0.8007411420962528
759.7503222469951,20.194900289357683,29.754228136059517,0.8283708576214908
729.6138777135676,20.953849715806996,30.292410273033042,0.6111501812546801
780.6181687403398,20.228652731461015,30.071297100007357,0.6938735321533375
775.14961810504,21.326091962450388,30.48265402247189,0.8225713963529416
685.217707810123,19.21154073976447,30.067295102009293,0.726529303679498
719.2849157424607,18.845536627522264,30.211008428919186,0.7206608170753206
727.108420272191,19.317143778339428,30.323559104567146,0.6530425001994737
727.108420272191,19.317143778339428,30.323559104567146,0.6530425001994737
724.8702580529158,18.61568080363623,30.45586336334091,0.9569606852430852
713.2925623408478,19.677790914384815,30.403254337278128,0.7230796707077737
737.446103158682,19.874411258039547,30.58833837286902,0.8663231942386332
724.5526471232982,19.58642361550346,30.327022015301488,0.7402771908392773
657.6680264963683,17.477602694806002,29.0959281247547,0.9092562567818343
657.6680264963683,17.477602694806002,29.0959281247547,0.9092562567818343
761.3012723410059,20.925075252253002,30.297213049293752,0.5153343113762311
761.3012723410059,20.925075252253002,30.297213049293752,0.5153343113762311
761.3012723410059,20.925075252253002,30.297213049293752,0.5153343113762311
728.4145131642757,19.60811876808644,29.88591042463254,0.8302497266202838
758.2699538320666,19.75503076161485,30.504727091832414,0.7425730011841244
656.2716624254913,16.885015841038104,29.500877358988134,0.8621657975230501
684.2173243489607,18.53240522823036,29.891246215515693,0.7699356556567756
686.5259611441879,17.732356488600317,29.746569237999996,0.7752388676045946
816.758536388883,22.225453289540344,30.276230328879656,0.6192322813279694
720.7715999509419,20.357290221019266,30.12042564981993,0.8712899489488043
707.5898232021018,19.256995717819038,30.167853545069487,0.9253571721338232
674.5278895108096,18.18625607355934,29.557321883586233,0.6980680067999069
730.7550326479618,20.460298107780318,30.221039625207034,0.9467377393003891
710.2769971371536,19.13103993970828,29.821480992313695,0.9610828251346075
725.7365591023924,19.039565392460393,29.455252112725283,0.9610789105053649
676.0611294292125,18.186703348172195,30.312319440157673,0.9788711208454981
673.1226887938209,16.847441480983182,28.200597538894648,0.996179636258405
642.9828837108323,17.304255201321386,29.026248219938054,0.9948910662795086
711.6044190129795,18.403618115240256,30.63996677430486,0.9964610614330134
670.5941348082933,18.634489047245438,28.90866550720922,0.9046830014874885
732.1573382356689,19.01711739261633,30.754732895804185,0.6002001003370256
779.1351221151459,21.343475534721854,30.54001814700643,0.917090248045671
643.6107280042673,17.03594221624565,30.15528955012079,0.7279840313414844
654.8949676107405,17.306398353000823,29.46384501211769,0.9495699070331622
663.9258102063133,17.19424420876433,29.574514877773197,0.8524120342488912
657.5239906078607,17.88419575111225,29.62178020083759,0.8609711449795858
684.5827295095706,18.072392051001245,30.02930166191142,0.9346687459787111
687.171599608042,18.563496536528064,30.106017446641673,0.9637532510793838
692.163353028519,18.70316266901737,29.087206577534005,0.7493215308198854
694.9249263809603,19.029558579098317,29.843145648911403,0.7489376240750644
694.9249263809603,19.029558579098317,29.843145648911403,0.7489376240750644
714.1244524281939,17.831023896396907,29.624416398405607,0.8264751944284064
676.2465827790033,19.494816742629883,29.026361282639183,0.9278022906815254
684.4557699107135,19.79894310905656,28.650983184588732,0.9373867854201792
782.9266817923973,22.46141427050984,29.594749645583754,0.9212989523157107
753.482741078258,19.88737891180715,30.448580339306233,0.5346600919542815
747.2011956430846,20.21792255259644,30.40299667186587,0.4793985799549442
747.2011956430846,20.21792255259644,30.40299667186587,0.4793985799549442
743.8387579104705,20.571293676525002,30.778869716811393,0.7289082052987068
660.5522666415997,17.14034689925053,30.28956633293798,0.9700894885024374
734.0029030279899,20.081815270661984,29.357257117246597,0.9727604290367406
687.5448977274654,18.087102291597514,29.994899662307578,0.8720250725118067
819.3271057350719,22.809236664905896,30.30406053959785,0.7605890321476505
844.8508252280964,23.366684179872763,29.9728974441739,0.6788279997726572
838.0094802742539,24.59862801782457,30.139232516139685,0.8021385709765446
830.043834187107,22.245036636653992,30.002859559533327,0.9470223556186564
829.8955067395684,22.722602042157305,30.621445735279515,0.9774271709965645
819.8924268051113,22.628440744034762,30.95137446412324,0.9409192533990087
821.0082138808655,21.5384839558722,29.927972801318305,0.970101624084119
679.9542182026009,18.342085235410018,29.727234078557565,0.9860277185143744
721.9599545585061,19.857844186563188,30.065684514513777,0.40719652169858334
740.5116111793615,20.286030734102074,30.193267453809696,0.35793377477446336
740.5116111793615,20.286030734102074,30.193267453809696,0.35793377477446336
747.0388095445944,20.60586504301397,30.389578307784916,0.5928592463429136
694.8198585176833,19.415683601383677,29.706881414536966,0.8383717509820614
709.0509030770123,18.67764016731487,29.89761619384332,0.7363196132574198
734.1785577573107,20.26280351578877,30.392108662117543,0.5188639784173887
731.4796472332728,20.302187216688733,30.199678346653037,0.44885958940786036
731.4796472332728,20.302187216688733,30.199678346653037,0.44885958940786036
733.1625727349734,19.433620182654355,29.99625278231307,0.8772182425767379
696.3115073506572,18.800477960844727,29.77835025212378,0.8609367218452489
683.0756649144333,18.471295018028272,30.015558694047236,0.9179350031483772
728.9934402969285,20.10643424143153,29.81642707225155,0.47926124103279966
754.8433678352144,20.723206562608556,30.34238350470489,0.8259311044737043
738.7116888438711,19.45847384443084,30.058685051006215,0.857175773428769
726.8027629958602,19.5374207538434,29.856311151045617,0.7421764607108947
