a,b,c,σ
0.16553678993269513,0.0857425269404948,0.03606827158271356,0.0588331817839338
0.1690915367243204,0.0877909156274293,0.03164248052847555,0.10108348628496136
0.13827550271287306,0.1114721919196566,0.03162545116176193,0.07344730896028867
0.13808030711366592,0.16709905102587766,0.04536170395245925,0.061516461814945876
0.13608315076445174,0.10528315073481843,0.10526592261988073,0.08643293659988208
0.10650345833695969,0.10816544850254102,0.08766197972188446,0.1020036602486063
0.19436729592592208,0.06553513310883788,0.04845201673765762,0.07701116546728581
0.17729178006972085,0.06821997413586267,0.035068149530234495,0.07678892976613784
0.22360105443994774,0.03597840568645889,0.0801193713235853,0.10860131393797105
0.1877304165863791,0.0843563983776402,0.03543011057834404,0.08157444934392255
0.1578694270081587,0.12238819804328546,0.04551341233144814,0.10035385157134291
0.16241189686020635,0.12326780377838334,0.03831447662018964,0.0667066457323951
0.16241189686020635,0.12326780377838334,0.03831447662018964,0.0667066457323951
0.13904981734022742,0.11581287760095395,0.03688923304801698,0.080337630934744
0.11470397053614122,0.10484370638643753,0.05940444508197687,0.07786042076883157
0.12064775975508235,0.09044902420715283,0.14972449694317996,0.08420638156164914
0.08098576630881225,0.2582625102766253,0.09269206693399654,0.07103536345352479
0.09218680366988166,0.16937671854355674,0.12436115793258574,0.08348305193718121
0.17478729095615456,0.09698639456856867,0.045445011196864504,0.07096514319395723
0.1724432404726128,0.11511241068052448,0.04257969891969703,0.077203651423979
0.13707712969653457,0.10495144356601986,0.043376116907371726,0.08113542903229025
0.15598261099004732,0.07470249967818213,0.04153065280667093,0.0822093799701878
0.2074267541466228,0.0984060393122833,0.0411243196081944,0.09238500313623446
0.19685497499614227,0.10987459102877843,0.02952608414881257,0.06371905247200575
0.1894829614514517,0.06864740565381663,0.08511774864687546,0.10134783701371894
0.16443093956647545,0.08673588018690695,0.045734388033067654,0.09015412279477183
0.16099652765021338,0.12962579095851834,0.05851820804832879,0.09886784905999477
0.1748837006583988,0.060476351305303475,0.02404643584216108,0.09410181856815876
0.12277995437236036,0.08997992130155623,0.04189745897047274,0.05239915807823001
0.14541953620468442,0.11265403894315074,0.08642459069215815,0.05459480687941507
0.22807664331827907,0.04418327413953287,0.02229175646290873,0.07603596607950094
0.19268525564124725,0.0595948128637258,0.05394638072865861,0.07249215887689847
0.10490854146772202,0.0760808105967085,0.1569992871042455,0.10813680348860769
0.08764799264355157,0.1875160994199633,0.10164451422622785,0.09636940625245408
0.10522861790178104,0.2352128610961605,0.09765903021614508,0.09206707100543114
0.12247878441030763,0.13017480157210046,0.040008243310308646,0.09519020722987578
0.13911853457685353,0.15454380736784318,0.046916939650428556,0.09366062870110488
0.14625348667703064,0.13445528363876344,0.053570139938023884,0.08700910226216282
0.13897478603465482,0.15043117437150585,0.03370246255566391,0.08446793074333267
0.19876685731464003,0.06482727977382254,0.04588430522802919,0.08893456097098586
0.19440686019382275,0.08711277053308199,0.03372512076171684,0.09146568676142114
0.1504200008178966,0.06919946994710793,0.027438954398904803,0.07212792147773496
0.18482500822961992,0.07654959163034065,0.031562172255064844,0.07446241281538428
0.13037402747627558,0.10341636679524359,0.07878833672008298,0.06430063054379934
0.137905503121953,0.11866660274243851,0.018232055275168704,0.10781332897565098
0.16950449276194204,0.12831974473670385,0.06576334714271964,0.09635491834829997
0.18793841150533364,0.05383842108127744,0.030547606188774286,0.09593752620299525
0.11257735549278583,0.13329152297168229,0.05262134620631117,0.058968612791692035
0.17584183364591108,0.0522060471822373,0.038114220735667434,0.07756642489169051
0.2043901005481098,0.040968816548764914,0.03706048741399913,0.07572843821537599
