parameters,ess,rhat,ess_per_sec
a,3616.2500895007033,1.0005230677148234,985.0858320623
b,2867.5226518324735,1.0021974660764092,781.1284804773832
σ,3153.604117392853,1.001042405127845,859.0585991263561
