a,b,σ
-9.702527628951962e-5,0.0032967248471517142,0.001060493166547334
-0.00010604253782764417,0.003660368326854685,0.0011124652127330718
-0.00010436831291715798,0.0038528453666469642,0.00100756637635087
-0.00010436831291715798,0.0038528453666469642,0.00100756637635087
-0.0001582702201647912,0.003978518580292133,0.000988271233978709
-0.00011273083871288225,0.003966220035531225,0.00098903530276925
-0.00011273083871288225,0.003966220035531225,0.00098903530276925
-9.081886826234342e-5,0.003970247402997305,0.0009725137759180982
-0.00012452114659877722,0.003990493516655472,0.000976984184241098
-0.0001257780553347576,0.004045185740487902,0.0009768794057788467
-0.00013363967642265884,0.004019251298424003,0.000962858957580634
-0.00011987040373317992,0.0039021652848604694,0.0009575587453817447
-0.00012368353216851702,0.0039020714701249117,0.0009656039110341999
-0.00012909639885916313,0.00393619666093035,0.0009584941878496874
-0.0001106081559321126,0.003946060501006507,0.0009672263413207928
-8.899547756491266e-5,0.0039781127636817765,0.0009708392405016849
-8.899547756491266e-5,0.0039781127636817765,0.0009708392405016849
-0.0001303674224484297,0.003958542087180692,0.0009607289087557826
-0.00011186763178605563,0.003953766540077027,0.0009497682372975134
-0.00011186763178605563,0.003953766540077027,0.0009497682372975134
-0.00011186763178605563,0.003953766540077027,0.0009497682372975134
-0.00010553930884638074,0.003964211579941228,0.0009486648897951128
-0.00010553930884638074,0.003964211579941228,0.0009486648897951128
-0.0001322792820063201,0.003960938240582925,0.0009545781599628696
-0.0001322792820063201,0.003960938240582925,0.0009545781599628696
-0.00011834445811498284,0.003979646539549331,0.0009521902370645438
-0.00011834445811498284,0.003979646539549331,0.0009521902370645438
-0.00011834445811498284,0.003979646539549331,0.0009521902370645438
-0.00011834445811498284,0.003979646539549331,0.0009521902370645438
-0.00012080362166555503,0.003916315229222484,0.0009599879086934029
-8.971028278070836e-5,0.0038566588449115997,0.0009586060291484255
-0.00010429787686272451,0.0038248443066282957,0.0009760758821731073
-0.00010429787686272451,0.0038248443066282957,0.0009760758821731073
-0.00011596470310948348,0.0037951616342956195,0.0009600358927873622
-0.0001319510495069176,0.003791467463079276,0.0009666273035402165
-0.0001319510495069176,0.003791467463079276,0.0009666273035402165
-0.00012426777796448185,0.003787106193192036,0.0009883826682328014
-5.55480390105334e-5,0.002564481312598021,0.0012873292186160116
-2.0197940764909994e-5,0.0025713076955882538,0.0012898126389865767
-5.03544300648473e-5,0.00283953669277469,0.0010635192283891474
-5.5484824346474504e-5,0.0021255404861539122,0.00105100824730585
-9.874186193359336e-5,0.004035434816229812,0.0012474072301205384
-0.00010272318179027629,0.0029542496252071525,0.0012252549112716394
-9.407661825289182e-5,0.0033469433542374335,0.0013166846205471346
-0.00010058924217137832,0.003123566907803153,0.0014281084063987861
-7.369887212749227e-5,0.0032183662410163803,0.0015746476610972225
-7.9586470272619e-5,0.003278279079483263,0.0015589496192456214
-6.779230322595531e-5,0.0029010190304176275,0.001298142950641335
-9.610274396631979e-5,0.003034194680429467,0.0011830024013769998
-9.047737198131234e-5,0.002885402510738839,0.0011478949649189045
-6.577864234025288e-5,0.0031806065934952233,0.0011650175823031223
-0.00012974096305862215,0.0040826861349011374,0.0014385997002142462
-8.749918175021687e-5,0.003328266497441553,0.0014269945006040354
-0.00013679866589511036,0.004237788517870487,0.001550724535310017
-9.320278401381277e-5,0.0036633260250533675,0.0015785549468818362
-0.00014381978653132954,0.004253161521468654,0.0015018617690236201
-8.41297467015778e-5,0.0025660446677958104,0.0013720240834248084
-5.70975664671014e-5,0.0037601022652469355,0.0011696147701170106
-5.6786058021840446e-5,0.00376119179685189,0.0011524607941988437
-5.78834575449827e-5,0.0036022171041502483,0.0011725993829703075
-5.596192716272874e-5,0.00289852510379862,0.0015353798214181404
-0.00020604645091315543,0.005445037912784348,0.001428415698048545
-0.00016439570690485183,0.005390221621098252,0.0015091487432468131
-0.0001803691691347753,0.006195104354310647,0.0015593821081310722
-5.502502519838526e-5,0.003126694025529575,0.0017014965742688682
-7.887789418448143e-5,0.0028705637938295525,0.0017495142325645438
-7.83948250587807e-5,0.0030280736378474698,0.0014401935966301073
-0.00012130952032596287,0.0038905401649462195,0.0012750125834769623
-8.426260024607668e-5,0.003931810842498406,0.0012739454905899882
-0.0001137245611620985,0.003911894906326255,0.0012821573508069153
-0.0001357889156204939,0.004518828739463796,0.0014432551331549756
-0.00012260209177261672,0.004334620773695219,0.0014455892070318708
-0.00010366576226195079,0.0036371396771996056,0.0017058293439830348
-0.00010427252312927848,0.003578919470804067,0.001752151670092717
-6.970780812587396e-5,0.003304123997875737,0.0017802347204980346
-0.00011070746724839431,0.0037246076795780696,0.00114139146393615
-0.00010465974569351388,0.003668034371005515,0.0014062551860041846
-0.00016609589565108607,0.005761929261681063,0.002053237869249313
-0.00012789932899381906,0.004916342796220899,0.002025026644604104
-0.00010610529638455102,0.004295170615226303,0.0018628286258568722
-0.00012540139102945602,0.004078881556904292,0.0017384442577619977
-0.00015914380307846532,0.005174791306651866,0.0017636475384926813
-0.00013899386178251039,0.0045752078054454295,0.001979108342384744
-0.0002052100816122282,0.0054069110696765505,0.002050268893658946
-0.0001921766425297955,0.005662222626535393,0.00153455034738795
-9.449329303123921e-5,0.0028867202851882755,0.0013654028338533951
-6.733380037005077e-5,0.0028833964344131846,0.0013124139903502197
-4.100034843657063e-5,0.00235249524304953,0.0012054974439039605
