parameters,ess,rhat,ess_per_sec
a,3287.6659016320127,1.0003542821941265,47.39797733131515
b,3177.538595842253,1.000132850326818,45.810282078950635
σ,2506.6771058562235,1.0009585928333893,36.13853359653163
