parameters,ess,rhat,ess_per_sec
a,2729.138116482883,1.0011758074400166,666.9447987494827
k,2281.947453935036,1.0015626090887033,557.6606681170665
s0,1269.5327517035196,1.0044093473876936,310.24749552871936
σ,1793.0342165730176,1.0010218388225642,438.18040483211576
