a,b,c,σ
4.216166630491455,0.19543569564818317,1.7110420962092394,5.490842785252229
4.146201400692829,0.19945775606123084,0.5046673822485853,2.4539238629281828
4.6102985523347035,0.1496054205498435,0.6063960031542011,2.443598947453449
4.6102985523347035,0.1496054205498435,0.6063960031542011,2.443598947453449
1.9858720766682447,0.33585449178474813,0.6751486246765304,4.743096125731115
3.126632250920826,0.22006868477891636,1.1438419910417141,2.3870883646233834
2.6781409997247025,0.32516388805362545,1.2555694635831132,4.859628367439289
2.1417351655279804,0.26604538782765347,1.9425050005890419,4.205985500539146
2.8433113484536934,0.31418815653592447,2.096926425081855,5.260454204631312
2.672048747547387,0.09881439979158704,1.6073877520791375,3.0284017717996865
2.2227018735725155,0.11179887597424264,1.7041461241175013,2.972979418750985
1.541198196493361,0.2048002053426323,3.9766347431410436,3.548067848982171
1.4389145953211406,0.2666946632871389,2.2878248887724264,3.505229447136359
2.105108665662422,0.21322033902883794,2.1018469519371368,3.9442556838965688
1.90681228194878,0.1768807558818522,2.186809152198033,4.447021160607402
3.241587937044111,0.32813517880013154,1.4972184331736815,5.325561202768315
2.724684499317274,0.17782241140337535,2.310593757243667,4.598756303834113
3.795825657140459,0.12237465941919098,1.6462962015567666,3.330213437313945
2.5983528933803535,0.1470799594482999,1.3828497431710012,2.340646990302331
2.4030642366603114,0.21958980051680035,0.9465382928141985,3.625463561183186
3.5733375491440325,0.15547903289964404,0.7190655378337889,3.031376793984317
4.094967107943887,0.15720856355290433,0.7104159196621592,3.3466539650096423
3.093263440444112,0.14834819726302398,0.47884443162942,3.771467317223463
3.4957923010202587,0.16816325394596396,0.5679264860469756,3.811074853904954
2.7538874755402505,0.1618093131345103,1.4220624017214099,2.4683021207384788
2.5234850586083315,0.29921673447326824,0.7102261483372663,4.027910215125775
1.4064783175048343,0.37755780540536427,1.5582529714738935,3.7373696524284163
1.4064783175048343,0.37755780540536427,1.5582529714738935,3.7373696524284163
2.2092784647996635,0.39809665881442036,0.405847301729929,3.0218143631471395
2.2092784647996635,0.39809665881442036,0.405847301729929,3.0218143631471395
3.2842026060167275,0.20507028753640477,1.4245335034826825,4.389221148814234
0.8106318576497418,0.5908503596021032,0.39464172198199626,4.01191538486353
