parameters,ess,rhat,ess_per_sec
a,1526.7560138691722,1.0017084556656741,20.901581406929594
σm,1627.7917076558654,1.0020428703293913,22.284779350480736
μ,2780.2785381173744,1.0029690756457783,38.06254415931788
σ,1388.8358756273553,1.0007998154694384,19.013428374664322
