parameters,ess,rhat,ess_per_sec
a,1947.6270758296075,1.0026422728571402,58.94576664839465
b,3099.6637931204064,1.0010347729614724,93.81265074060732
c,2886.859675748428,1.0000951226124932,87.37204309035526
σ,2161.2265206207894,1.001577463888407,65.41044522323143
