parameters,ess,rhat,ess_per_sec
a,3414.4962406826703,1.0003602731582193,368.65647167811164
b,3366.55527127213,1.0001790569320954,363.4803791051749
c,4309.510444358404,1.0007287562093885,465.28940232761863
σ,5089.222100909425,1.000274084758196,549.4733427887523
