parameters,ess,rhat,ess_per_sec
a,3146.319270385836,1.0029068224937323,297.1028583933745
σm,2917.1287254522904,1.0033954385150872,275.46069173298304
μ,4073.61412159739,1.000651398191309,384.6661115767129
σ,2576.150407266105,1.0027002109204006,243.26255026119972
