parameters,ess,rhat,ess_per_sec
a,3988.517993353744,1.0003476737130317,268.96742823883903
b,3766.1541382196983,1.0005831338686264,253.97222592350786
c,3953.5709343401422,1.000623641686379,266.610758266919
σ,3733.9828982024073,1.0007661086565958,251.80274450080296
