parameters,ess,rhat,ess_per_sec
a,1584.5825484109002,1.0013130927532037,106.33354908139178
b,1832.2444264137168,1.000998070405981,122.95292084376037
c,1651.515497098678,1.0014868319107184,110.82509039717341
σ,2679.5837330525414,1.0011972623444092,179.8136983661617
