parameters,ess,rhat,ess_per_sec
a,1973.628850817813,1.0012760071136548,95.22018868228942
k,3063.1892931121647,1.0007985389251115,147.78739292286218
s0,2076.957654410847,1.0008037021691083,100.20541585424071
σ,3710.470574144492,1.0011297157965058,179.01628668618187
