parameters,ess,rhat,ess_per_sec
a,2945.287776046099,1.0005785180314115,63.4650873997177
b,3378.6285176880683,1.0020517853888282,72.80271758507301
σ,2753.824886538289,1.0023596619399588,59.33944334033548
