parameters,ess,rhat,ess_per_sec
a,2246.0878755617337,1.0012708734383147,373.8495132426321
b,2430.8595601014085,1.0004411871702785,404.6037882991692
c,2813.560914054769,1.0011870277056014,468.3024157880774
σ,3069.536405525411,1.0011953605189525,510.9081900009006
