parameters,ess,rhat,ess_per_sec
a,2326.671695602834,1.0012718170494634,6.109411700643414
b,2252.903468290951,1.000861180561743,5.915709911118626
c,2417.4391648844917,1.0003472359739485,6.347750371249656
σ,2243.599807071509,1.0031547141031831,5.891280208887623
