parameters,ess,rhat,ess_per_sec
r,4589.011934406312,1.0008849322774573,37.88001200540102
K,6474.69718224679,1.0010726732885524,53.44540622263047
u0_rep1,5848.324300050603,1.0005517325528004,48.27500949309596
u0_rep2,4911.4435903903195,1.0005846532878921,40.54152502261997
σ,6370.69091434363,1.0001440332702765,52.58688618975145
