r,K,u0_rep1,u0_rep2
1.3676802927798195,1.3013971103708717e8,656962.2317603239,978122.3816718537
1.4496876019068077,1.2652951511643535e8,626555.4401316758,818841.3818364966
1.0897512079416156,1.1098237928080843e8,1.519234854661112e6,1.1274678830194175e6
1.1745318864718794,1.5244440008205003e8,766956.7546686378,1.1880190740584782e6
1.5726814734928074,1.1807490895560876e8,684843.3165619082,937457.4177788165
0.9540779241073375,1.7137839394918838e8,965321.9580003943,1.5727443258494716e6
1.3468236946906058,1.1799301010098195e8,813072.8035695744,949783.5943937029
1.249605612196162,1.2594247109398206e8,1.247882195843812e6,985033.140634233
1.249605612196162,1.2594247109398206e8,1.247882195843812e6,985033.140634233
1.249605612196162,1.2594247109398206e8,1.247882195843812e6,985033.140634233
1.249605612196162,1.2594247109398206e8,1.247882195843812e6,985033.140634233
1.1047409485307627,1.2044476716000305e8,1.1067850707075219e6,919057.3594091621
1.3450474542884667,1.5710391586321026e8,825802.8777501557,1.0811992586355014e6
1.1766766130571977,1.4087632029657722e8,1.4516762021627137e6,1.183787401929014e6
1.5037584780224624,1.2994604697525501e8,805793.9666435879,711108.1864176476
1.2190453492677393,1.3657665934832725e8,876897.8056456058,667910.4490270378
1.6247019748936629,1.1223041123105037e8,790922.4713556335,760752.1352996813
1.3933572269557004,1.526103440494423e8,518373.8193088,869016.7366294928
1.3044453687284072,1.1504373301759389e8,1.691950612132425e6,810608.9806679114
0.9964485124994586,2.4391387023365965e8,1.036043496027348e6,1.1355909244118715e6
0.9991347472161055,1.2159175450413768e8,1.461237334904218e6,1.7064665179880694e6
1.3541185982465318,1.5373064338133594e8,650952.6449720783,790950.1628563169
1.3789876077307546,1.441987699252509e8,710659.4742463083,834294.756531216
1.2240410868114344,1.241602344728999e8,1.281933895817713e6,1.2295701134631871e6
1.3085485151899239,1.4487506132895687e8,697351.0662463563,715939.2429026387
1.1681972045491782,1.451793028178484e8,888202.4121623824,869083.1879568235
1.5598994633486698,1.1444901689186771e8,565031.9780165401,501855.0098151665
1.5874806043683973,1.270505604870971e8,723652.5274990838,503412.86358191405
