parameters,ess,rhat,ess_per_sec
r,4770.507322138807,1.0005014730505644,40.30642571681036
K,6176.152728307723,1.0007343607647103,52.18284437043938
u0_rep1,5503.101221514695,1.0003637480041734,46.49617443572523
u0_rep2,5790.462454652769,1.0003597165863607,48.924114152664586
σ,6620.092210959581,1.000164816841743,55.93372715333047
