a,b
0.0006934695791161787,0.01134177859014631
0.0006483408651187934,0.012121816268888195
0.0007106660650518098,0.0102499642279607
0.0006226195541727077,0.013279587968750374
0.0006062194557785013,0.013744989071911549
0.0006644539532392431,0.011947326543907507
0.0006279587825434141,0.012923291824654582
0.0007421910714747209,0.00956958124418409
0.0006945728415567484,0.010959510461645606
0.0005465591470014561,0.014478364036224262
0.0006992417572191033,0.01213443274464789
0.0006908813257851747,0.010199975178775956
0.0007696330990750461,0.00900015839026998
0.0006054868709367681,0.014634372612781603
0.0005760692727959432,0.012592112021258928
0.000646777579973667,0.012006839363603715
0.0005693740095095371,0.014301440805340654
0.0005693740095095371,0.014301440805340654
0.0006456198197923368,0.01242049643086461
0.00069928177088073,0.010226582050531126
0.0007211671170796138,0.011306193537465726
0.0007545122981671016,0.009067103093783271
0.0007980736307274252,0.009423745832426063
0.0007541603800046173,0.009540996738242017
0.0007124284661708957,0.010992940326132239
0.0006180823470611849,0.011662906021817625
0.0006751272858539323,0.011854292609987813
0.0006751272858539323,0.011854292609987813
0.0005781348480791239,0.013906410452921661
0.0005781348480791239,0.013906410452921661
0.0005781348480791239,0.013906410452921661
0.0005781348480791239,0.013906410452921661
0.0006567304630771257,0.013045223934050857
0.0006929310155272896,0.012986753898024388
0.0006289720872286884,0.015050403756022096
0.0007691088194234804,0.011595213349324524
0.0007376882798530754,0.010849279319679148
0.0006206742773188477,0.011787060992415362
0.0006719933803216387,0.010424427469706022
0.0007344800358784889,0.01111591776201716
0.000675477220292813,0.009282549435595056
0.000701017088453826,0.01194594354010093
0.0005354101789653778,0.01399719893787496
0.0005341510013232025,0.013755929617539875
0.0006456237515840907,0.012223568452163646
0.0007114313139938914,0.01174885454970434
0.0007554028078036007,0.0067885677896504905
0.0005720338811404867,0.014397678771809861
0.0008255951978000774,0.007718009331944793
0.000434692734115448,0.019349088960634912
0.0004878796138028287,0.01578463648916052
0.0004906796446653916,0.015493321792778634
0.0004906796446653916,0.015493321792778634
0.0004906796446653916,0.015493321792778634
0.0006722581796355883,0.010734704324829137
0.000698169852689354,0.009735930541561945
0.0006737335771254722,0.009635588506426365
0.0007871382167045212,0.0101701655822336
0.0005371177435794963,0.012163162103007993
0.0006028380200645167,0.014997429926855805
0.0007660836762303892,0.0071876441793918295
0.0007496497477005132,0.007340176246325736
0.0007420252716837692,0.0077224862353924666
0.0007342704441618907,0.010027265128153814
0.0007323493460609715,0.009665653564516145
0.0006670251080102883,0.010247876869290849
0.0006710172848593535,0.0100817742645835
0.0007278429900531415,0.011868667321639739
0.0006850009206481057,0.011345541909902819
0.0006236924653143187,0.011779812251579992
0.0005167293522587602,0.014253570377722045
0.0008172595039305595,0.00834359534403694
0.0007684868367005076,0.00882499501800023
0.0007579542791286305,0.008094186180118399
0.0007612083699368409,0.009644020132566378
0.0008084611322135029,0.007645519858285674
0.0007668903360186916,0.0074180451221948236
0.0008395599606941395,0.007772319201362041
0.0008581571774682947,0.00675372964055357
0.0008438388475848891,0.006680857641204837
0.0007391511174144146,0.010399686030109018
0.0007391511174144146,0.010399686030109018
0.0007621990078767729,0.010583641325921012
0.0007621990078767729,0.010583641325921012
0.0007294179404425858,0.009365291088014349
0.0007294179404425858,0.009365291088014349
0.0007294179404425858,0.009365291088014349
0.0007637609544755727,0.009698991145887181
0.0007481734408050689,0.008861648327322634
0.0006018861792196914,0.01463022326467371
0.0007518430154540648,0.010584180112448181
0.0004591297698239917,0.0156538530001638
0.0005316821714328662,0.013700724299374687
0.0006337867934151109,0.012173729247186732
0.0005689178361969794,0.013513699752275296
0.00039193140908589524,0.02040373992743059
0.0003467983948936778,0.02038814600594222
0.0004110049369940425,0.019486955181920985
0.0004796558255178244,0.018809241009584143
0.0004901937227739953,0.018227305432340715
0.00048339954077388566,0.01427767965885108
0.0004941209846894099,0.018037794381543994
0.0004941209846894099,0.018037794381543994
0.0004558942284480715,0.015661294919553974
0.00043998923467605263,0.016920056529505668
0.0006863901240013311,0.013192493089097103
0.0007472447934301296,0.007429215606199738
0.0004934078598509528,0.01596335917065178
0.0005452422320932641,0.01582226160414574
0.0005387960844628769,0.013618115535131405
0.0005611257004200842,0.014090835415670092
0.0005309717800041587,0.014543720607790526
0.0005309717800041587,0.014543720607790526
0.0006016704106464955,0.015632570882390364
0.0004704862099341352,0.01411284044028005
0.0005781168645114719,0.012535799226687558
0.0005240099695418568,0.014677156319241453
0.0006137367545141626,0.014472708062790586
0.0006212452202860375,0.013222002679887974
0.0006552471859384178,0.013636027752618535
0.0006401254121090605,0.011399324932946998
0.0005660106748014824,0.013171441853911054
0.0005585751867906316,0.013873804050601677
0.000554804527549116,0.016026976225445234
0.0006743165996820996,0.012096794506023568
0.0006894711185950181,0.012200731966487344
0.0007876172202245274,0.008310416334318223
0.0005472616139449903,0.01388134090702631
0.0005472616139449903,0.01388134090702631
0.00045778625329972577,0.016392488334315673
0.000507155416839094,0.01441805406213572
0.0004763391716822931,0.014793644005365043
0.00040267104433384867,0.016780430126669375
0.0004367248399338234,0.018404518772222433
0.000383387782710357,0.01655445447819998
0.0006538039306062074,0.008994874961715088
0.0005653206197428502,0.013429895952975755
0.0006080866250126346,0.012272942034909959
0.0005671435707670522,0.013743854734831421
0.0006550724476344466,0.012147865542784984
0.000732934075234125,0.009858769928369482
0.000637711446486341,0.012531123923568234
0.0006566257440918362,0.011676626814884686
0.0006022216753126128,0.01363570840908443
0.0006424495254164039,0.01399296851237317
0.0007187162311834748,0.01297549529410427
0.0007507204013745505,0.010667208596922204
0.0008769277521840463,0.004659124050169234
0.000636674759337688,0.01146652796020208
0.0007659707861233306,0.008918582928933994
0.0007035812598126205,0.008775029144025835
0.0008275694293423751,0.009474032975585822
0.0007387814579206916,0.008275836471011254
0.0007819749308510203,0.010347288045503335
0.0005721808984930078,0.012703164012627721
0.0006047279077501464,0.015168824013772425
0.0008750973841806392,0.007427020015931427
0.0008372473499587333,0.00487090000018689
0.0009143675327571466,0.005272205854039665
0.0008525833753511944,0.006972408071882926
0.000881096490145106,0.007102354570914159
0.0008947978439659462,0.005865248305326682
0.0007034634249251961,0.009770772188715108
0.0008754103445193253,0.007020668058609389
0.0008607805573637897,0.006390963355022682
0.0008236642204008868,0.006476506303812631
0.0007413367486417487,0.011022834273570424
0.000733495815718029,0.011620966490701878
0.0006164505703225082,0.012190894156804652
0.0005577896838876308,0.013789123582509522
0.0006872101799014996,0.00993434943326028
0.0008065950093055788,0.010567069030637479
0.0007126028164640198,0.008040016060484248
0.0007439399585080859,0.011262237353286362
0.0006131614092565736,0.013437915929130437
0.0006576913380690722,0.012733525855255674
0.0006347282509983116,0.011427192668772103
0.0006347282509983116,0.011427192668772103
0.0006489813761276187,0.011973304338448941
0.0005598959802974424,0.013240567222978583
0.0007460909396466567,0.00914301555363784
0.0006888141136200645,0.01242750305489557
0.0007106871882678901,0.013514541570756334
0.000631355006340133,0.010716778980804196
0.0005492690249054168,0.017439696012550153
0.0005122590732309071,0.016248494660433394
0.0005540218244042879,0.014656427126377103
0.0005451419701266382,0.015064648772403252
0.000477455448292072,0.017049955079525118
0.000547507472011084,0.015317756507388623
0.0006071301012988153,0.015241969763541856
0.0006882002465093211,0.011921760704571896
0.0004934005233642652,0.015802914055595967
0.00047231597576591783,0.015666918249586076
0.00047663407395122403,0.016223759236463475
0.00046422654633637933,0.017285379755301006
0.0005528273308114574,0.013770242108647282
0.0005528273308114574,0.013770242108647282
0.000647533511168644,0.012133708185138647
0.0006142408210427645,0.012968911363998229
0.000578235359574267,0.01509761784964448
0.00045778103638644945,0.01857281817148659
0.000438507157284049,0.01472596398340042
0.0005490835032863333,0.014493787909488435
0.00043048190910093475,0.017376392683473702
0.0004657899795758599,0.017017059581058206
0.0007297593946463437,0.011413286323361062
0.0006022383523490973,0.010664692558023332
0.0006325878008420215,0.012992548246018271
0.0006616444813901805,0.013138925459725363
0.0006230303822465989,0.011528315092675389
0.0006395576388101322,0.009950037130742833
0.0007088991126118139,0.011124766892280626
0.0006772258846070992,0.012548165388572835
0.0007545893523045175,0.011210024821571284
0.0004789840784008356,0.017354095253320465
0.0004789840784008356,0.017354095253320465
0.0005256676015143387,0.017469948137047036
0.0005276635305767888,0.014454004268166948
0.0006851738576493433,0.010114107623503203
0.0006521404474739321,0.010548390468996263
0.0006320518904349623,0.00977068573326102
0.000758414449254808,0.00983305457818902
0.0007192933449160922,0.008899379529328878
0.0004518424846032715,0.016259441492466383
0.000503821448708221,0.01496475656432266
0.0007070418891349981,0.010820743194614197
0.0007642693697473938,0.010218979797692535
0.0006444082720860068,0.014025751514308338
0.0005730891455966703,0.01468022725678957
0.0005919257451301321,0.014816619693183661
0.0006010803262827182,0.013380775940858756
0.0005865679327436054,0.013272242764192336
0.0006338613393874619,0.011507739923928492
0.0005627626933461943,0.013103102481319392
0.0004982147902383516,0.011520294759775737
0.0005040905595058328,0.012999698265226973
0.0007592715719912685,0.011138053752704706
0.0006360197399415833,0.009798484999382748
0.0007581364344212482,0.012449983177709352
0.0007581364344212482,0.012449983177709352
0.0007178425112856425,0.009818127702195544
0.0006395191636174325,0.01123228943254228
