a,b
0.00023797507675321573,0.01375183437209655
0.0002712324826080795,0.013154882876495431
0.00012679316473631204,0.01705715603172748
0.00019356697160305086,0.015446891716058193
0.00016723348047770732,0.015765008207963997
0.00016028799393834648,0.016551250144142573
0.00023497970609168917,0.013784988119050434
0.000252327026185516,0.014160098943228103
0.00013989410546502687,0.016883401927902657
0.00019306319054677271,0.014201609502122951
0.00018411217909036054,0.01620862361603181
0.00021462055106284637,0.015666861172980433
0.0002327245856681899,0.013562337862090807
0.00021021282479900214,0.01450949591164865
0.00025418598803304327,0.014248751934746957
0.00018680109773847457,0.01601336128414686
0.00017442855870905362,0.01568355455810567
0.00018052778516459462,0.0159393611565286
0.0001605470425256467,0.01610989543178681
0.00023958690663522793,0.014408609042967035
0.00024876201634720953,0.014239539121108084
0.000251037183805462,0.013993415193305759
0.00017736678847611213,0.016082848054124684
0.00024110567105472302,0.013967278194496996
0.00021630363278222892,0.014866593843673954
0.0002344105055005965,0.014483966209584882
0.00016726069375969167,0.015862773328518664
0.00019958200187326634,0.01547030763348529
0.00019680811284240543,0.015165169488687957
0.00023034900758932275,0.013161030933811864
0.00025658330863620075,0.01438252280257375
0.00018695546743647152,0.01669001991170836
0.00015640021405237346,0.01698974077567444
0.00014826244755444757,0.015754046224981673
0.00023500945404054109,0.014916799224046757
0.00023030934586852405,0.013234582649727265
0.00023136870915111158,0.013977100989288956
0.00023272818773942237,0.014002261314127138
0.00019555900456844484,0.015138228335881604
0.0002114178366636142,0.01541452366129572
0.00018542105513427563,0.015200126545070206
0.00013606840436688304,0.016831567815334753
0.0001431827382467802,0.016530178721051437
0.00018596077765084055,0.0166691867619817
0.00018122243297916444,0.015300838724030211
0.0002070275133847553,0.014998659670506327
0.0002113896359722556,0.014984084632822232
0.00018545074132803526,0.015691806500658052
0.00020652041697384211,0.01589823811186322
0.0002516175058880978,0.013571493093581875
0.00027754477317191767,0.013048960113498551
0.0002546576825139156,0.013521790531157932
0.0002546576825139156,0.013521790531157932
0.00023482560940877358,0.01431382841927326
0.00022449055581251313,0.014383591304982636
0.000261243753437352,0.0136330191158286
0.0002244172793025669,0.014232082576106947
0.00022916568491480345,0.014925578387284914
0.00021773680091512253,0.014567856479589705
0.00017050888630073757,0.0163049492545967
0.00015934851280146903,0.01565793726881271
0.00018058484568119753,0.01539765645884588
0.0001760031679786455,0.014655568611243217
0.00021329346429724646,0.015675914666698057
0.00019302693089895916,0.014992254331237333
0.00019059064111162,0.015513052786681482
0.00014973015113804895,0.01657629273894403
0.00013689885670102402,0.016919904584346227
0.0001908247405502652,0.015429843128287277
0.00023023399313872744,0.01436525018954362
0.000192565713632192,0.015559814783322244
0.00021840243654051584,0.014432549620649765
0.0001319346805590981,0.016556415096379968
0.00015789185798014422,0.015651965437325145
0.00020451732233801604,0.015704802489064872
0.00016488678159157596,0.015667413733841375
0.00012320786717848417,0.01842495688482326
0.0002895092032400301,0.014310978999561259
0.00012917210417613562,0.01634515861941457
0.00013557528874071965,0.016153654194340908
0.00017653972071307572,0.015562822119599832
0.0001780020917936127,0.01577654734455101
0.00017750017603666892,0.015898533208685017
0.0002244173381591507,0.01461871757623897
0.00012023762445392231,0.01673759819174441
0.00012354292379806558,0.01723874137793317
0.00022205591340430223,0.014059705229050793
0.00014587131371374246,0.017125444423363088
0.00016419275265864162,0.016970610666234735
0.00019030599435237424,0.015518303092525505
0.00021071742966265864,0.015479787022148023
0.00021977637801180917,0.014800646737494736
0.00021744486762191478,0.014413451691814523
0.00017976459631196133,0.015540683749355877
0.00016019035097845184,0.015438543414220952
0.00020351577757306847,0.016007693977310385
0.0001819142798749776,0.015454996652632126
0.00019107834386131116,0.015926126915445107
0.00017244187325802208,0.015355247447793785
0.0002511286626141384,0.014958369333785053
0.00017524967777031894,0.014142164089388079
0.0002209629697631508,0.015232027390014303
0.0002556440328750818,0.014277651401120911
0.00016243135780805558,0.01545787274415819
0.00016245217925058196,0.016557028707089208
0.00020907280287308966,0.01490864262449957
0.00017594070361510772,0.01587889518666898
0.00028567584611843003,0.012538727489269243
0.00029826024784634843,0.012789494178187373
0.00027937567694926693,0.012445700866963234
0.0002472348338672806,0.015677240769932023
0.00017792073256556548,0.016181038992759654
0.0003064357850062068,0.01280573776250982
0.0002518835141725558,0.013541169451198052
0.00020693762381598986,0.015320823251105564
0.00019001827043716119,0.015335506174927122
0.00019602262082326767,0.016211558718086553
0.00021303397680919986,0.015299689665709496
0.00016646697901860418,0.015510378990733799
0.00017604623048487808,0.015616919324110204
0.00018858510143699561,0.015262392525772613
0.00021195026962717522,0.014700442271877777
0.00021230143945444606,0.014734726471499105
0.00021564419684998664,0.01478898307250679
0.00017292264608645923,0.015942797973937627
0.0002174595132539636,0.014861157056672064
0.00019450396848962623,0.015522768832465995
0.00020498167713109777,0.015155062431058776
0.00022461940233053205,0.015026450250459428
0.00017675122248915,0.015340483489432689
0.00019743355382700203,0.015168995574655156
0.00020072232503600489,0.015855865844874244
0.00014415158367473517,0.016004273339002086
0.00019285479110286448,0.015110443627236757
0.00017319737545323763,0.016231999280595936
0.00015486126007223906,0.016004112794643265
0.00023071868832280878,0.01462492156053594
0.00015532291234559933,0.016477885428584905
0.0002153053802382864,0.01472995396584807
0.0002726833916983539,0.013481343012782789
0.0002260462380671648,0.014374398546666285
0.00024030652601473714,0.014617219621681533
0.0002455617277103584,0.014551691211091112
0.0002406445569252238,0.014385865755382489
0.00024328286128445648,0.013839796636166316
0.00014818803430642272,0.01744926519568333
0.00015558311241254994,0.015784769305058333
0.00014678549344533431,0.016346220779163426
0.00018769272972016016,0.015915265389146765
0.00017216246488701553,0.015849074617739944
0.0002267152640202675,0.0147044790550329
0.00016134911069565054,0.015624787346773687
0.00016668290470023863,0.01583667762833589
0.0001648788741222013,0.016482034323843906
0.00014521954128100632,0.016069636421416875
0.0002379331411737466,0.01338317208949069
0.00017167855218735794,0.015381965752427701
0.00019795775371360608,0.015416389853701376
0.00020107534973524377,0.01583058634636201
0.00021648295972998002,0.01591246020052842
0.00017606077852924988,0.014723910432903529
0.00024277310691231906,0.012956721812316727
0.00022594115868201337,0.014741382918755527
0.00017539865807935626,0.015455004915571155
0.00020471825295126912,0.015372475123904179
0.00019898669342562268,0.015332266277891207
0.00013520317273836295,0.01643996471996297
0.00012332597689010703,0.017216548646310312
7.02435505425857e-5,0.018668677659993037
8.728618322691808e-5,0.018412799604135676
9.515648325030527e-5,0.017711809254947003
0.00011827802454488434,0.017111141399713384
0.0001756942511674393,0.01624678230452016
0.00020231986589514943,0.014767580270982275
0.00019816894421928027,0.01477108721337517
0.00017005825609621992,0.01630183887822866
0.0002844433468139654,0.013047543146196494
0.0002673272376294978,0.012772200686871038
0.00028824200994779505,0.012873560949212324
0.00013679802184320535,0.016656058978270376
0.0001238024717592571,0.016561061357043275
0.00012585510880088626,0.016503666082822593
0.00017877315942659228,0.017384004161720427
0.00022530389903726428,0.015160543492134538
0.00018918906751393542,0.015393967825667786
0.0001806413690855261,0.015650253558735776
0.00022565041082216582,0.01483403268265028
0.00017879030997004398,0.015431086334786235
0.00023353796187415245,0.014638329443076649
0.00017411610372799848,0.015160654766065512
0.00020933721209334162,0.014700684219184669
0.00017185993542149808,0.01598999186692112
0.0002011987052854539,0.015060133457912822
0.0001890656540374495,0.014859897048300257
0.0002264703091674737,0.01475401019317568
0.00017286155290016314,0.01574951061959613
0.00017369954944196112,0.015274031381034114
0.0002659554263712666,0.014208898902257043
0.0002745181122329806,0.014168169756723553
0.00020357940456320733,0.013733924747274754
0.00013355903822437882,0.016450546705389882
0.0001751401881329885,0.01582541612410666
0.0002018470310972086,0.014743087348817026
0.00021793167681084482,0.014693345643205383
0.0002055325248809258,0.015896516941139114
0.0002557696458022238,0.014766699863048264
0.00020613805149684273,0.0141150927915204
0.00016136330367035224,0.01617802878666027
0.00018706429569621523,0.01600498176268977
0.0002100866781991499,0.014028692543744179
0.00017126036382808483,0.015784636710791566
0.00014946608473341224,0.016851662425006898
0.00016259233862459452,0.016811089056348236
0.00017523903351407345,0.015100359029177968
0.00015852613414221186,0.016025508534103138
0.00017747170206774493,0.015986768425625117
0.00010747594768061234,0.017945317850990704
0.00011279093085908916,0.0178589016884001
0.00016691607263057207,0.016115453960152272
0.00015349553779709355,0.016194506878775817
0.0001350390103430093,0.016139140696429254
0.0001702762912786935,0.016157308635807218
0.00016957974828361324,0.016280752937750134
0.00010438738919275563,0.01700941269029323
0.0003556511844369908,0.011733800104686278
0.0003664122757663205,0.011640192012030585
0.00018443152647233994,0.01657683528925321
0.0002132606942090564,0.013616148525929572
0.0002850975598801633,0.013236955561309022
0.00014286203651254562,0.01694582903260756
0.00024411030522342332,0.014219945764529236
0.0002117212490084612,0.014937583506833644
0.00027381189165123424,0.01322250026618972
0.0001977343056583116,0.015224668284948756
0.00022591801086681968,0.014475084062496433
0.00020301724109351491,0.015149664051173304
0.00027272948293283216,0.012176377216456077
0.00015891753417080642,0.016116482486887167
0.00019354159446334867,0.015279353659177673
0.00021823819310272356,0.014814168646781948
0.0002159540067326187,0.014325671248867522
0.00017416181459248948,0.015938269527680262
0.00017000007826566455,0.01603311009750692
0.00016229374994475922,0.016145076977334402
0.00019814158620984535,0.01513245826238875
0.00018590052567008859,0.015164783901518706
0.0001867557140545942,0.014652111668252027
0.00020006735539333456,0.015014774747930868
0.0002338807687744922,0.013806002614781957
0.00016696376111085108,0.01638365000529114
0.0002246610488199207,0.01549980572493892
0.00021339770376436933,0.015501263889989587
0.00024888199593547694,0.014544893580420996
0.00014421217144388338,0.01655687272213283
0.0002402608988715069,0.01392308081300524
0.00017414558716404664,0.015028794507851679
0.0002131176800349783,0.01588433265327053
0.00018110086619180533,0.014597580282429036
0.00019549031392583846,0.01633950072299494
0.00017321634840562912,0.015689536508081286
0.00022481017484109186,0.01446808184209631
0.00020426659914211294,0.014418253386261
0.0002069605853040764,0.01564233448506316
0.00019893721273109207,0.015561376813347988
0.00021885457265189142,0.014968898205161335
